,plus,mcmullen,state,locality,name,type,founding_date,em,ml,ce,de,sz,ld,vs,period,location,lon,lat
8173,7783,6670,VA,Richmond,Virginia State Library,State,1823,NA,1884,NA,1828,1313,1875,35000,Early National,Richmond VA,-77.4360481,37.5407246
8174,3919,6660,VA,Richmond,McGill-Catholic Union,Rel socy,1873,NA,1884,NA,NA,0,NA,0,NA,Richmond VA,-77.4360481,37.5407246
8175,5579,6666,VA,Richmond,Richmond College - Society Libraries,Coll socy,NA,1875,1875,NA,1875,1500,1875,1500,NA,Richmond VA,-77.4360481,37.5407246
8176,7130,95281,VA,Richmond,Mercantile Reading Room,Read room,NA,1872,1872,NA,NA,0,NA,0,NA,Richmond VA,-77.4360481,37.5407246
8177,4471,6673,VA,Richmond,Virginia Historical and Philosophical society,Hist socl,1831,NA,1884,NA,1850,1200,1875,8000,Antebellum,Richmond VA,-77.4360481,37.5407246
8178,5271,12867,VA,Richmond,Peter Cottom's Circulating Library,Comm,1815,NA,1815,NA,NA,0,NA,0,Early National,Richmond VA,-77.4360481,37.5407246
8179,5270,12865,VA,Richmond,J.H. Nash Circulating Library,Comm,NA,1828,1828,NA,NA,0,NA,0,NA,Richmond VA,-77.4360481,37.5407246
8180,5578,6665,VA,Richmond,Richmond College - Mu Sigma Rho Society,Coll socy,NA,1850,1875,NA,1850,60,1875,1500,NA,Richmond VA,-77.4360481,37.5407246
8181,4342,6708,VA,Romney,The Literary Society of Romney,Lit socy,1819,NA,1884,NA,1850,1050,1875,1500,Early National,Romney VA,-78.7566839,39.3420431
8182,6154,6676,VA,Salem,Roanoke College,Coll,1853,NA,1884,NA,1857,2500,1875,14000,Antebellum,Salem VA,-80.0547626,37.2934681
8183,5581,6678,VA,Salem,Roanoke College - Historical Society of Roanoke College,Coll socy,1875,NA,1875,NA,1875,500,1875,500,NA,Salem VA,-80.0547626,37.2934681
8184,5580,6677,VA,Salem,Roanoke College - Demosthenean Library,Coll socy,1850,NA,1884,NA,NA,0,NA,0,Antebellum,Salem VA,-80.0547626,37.2934681
8185,6162,6679,VA,Salem,Theological Seminary Luthern,Theo coll,1873,NA,1875,NA,1875,500,1875,500,NA,Salem VA,-80.0547626,37.2934681
8186,7760,12869,VA,St. Staunton,Soldier's Library,Garr,NA,NA,NA,NA,NA,0,NA,0,NA,St. Staunton VA,-79.8477479,37.8045503
8187,2722,6680,VA,Staunton,August County Law Library,Law socl,1852,NA,1884,NA,NA,0,NA,0,Antebellum,Staunton VA,-79.0716958,38.149576
8188,7002,42122,VA,Staunton,Western Lunatic Asylum,Asylum,NA,1842,1842,NA,NA,0,NA,0,NA,Staunton VA,-79.0716958,38.149576
8189,7759,12870,VA,Staunton,Soldier's Library,Garr,NA,NA,NA,NA,NA,0,NA,0,NA,Staunton VA,-79.0716958,38.149576
8190,7899,31053,VA,Warm Springs,Court Library,Co law,NA,1870,1870,NA,1870,200,1870,200,NA,Warm Springs VA,-79.7905863,38.0460901
8191,7003,31054,VA,Williamsburg,Eastern Lunatic Asylum,Asylum,1841,NA,1991,NA,NA,0,NA,0,Antebellum,Williamsburg VA,-76.7074571,37.2707022
8192,6165,6683,VA,Williamsburg,William and Mary College - Law School,Law coll,NA,1858,1858,NA,1858,1000,1858,1000,NA,Williamsburg VA,-76.7074571,37.2707022
8193,6155,6682,VA,Williamsburg,William and Mary College Library,Coll,1693,NA,1884,NA,1845,5000,1875,5000,Colonial,Williamsburg VA,-76.7074571,37.2707022
8194,3642,6684,VA,Winchester,YMCA,YMCA,1856,NA,NA,1877,1857,734,1858,1062,Antebellum,Winchester VA,-78.1633341,39.1856597
8195,380,99037,VT,Andover,Soc. Library,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Andover VT,-72.6965278,43.2773586
8196,381,6498,VT,Arlington,Arlington Library Society,Socl,1803,NA,1803,NA,NA,0,NA,0,Early National,Arlington VT,-73.1539954,43.0747996
8197,382,6499,VT,Barnard,Social Library,Socl,NA,1800,1800,NA,NA,0,NA,0,NA,Barnard VT,-72.6189876,43.728679
8198,2805,6500,VT,Barnet,Ladies Library,Ladies,1872,NA,1885,NA,1875,500,1875,500,NA,Barnet VT,-72.0493779,44.2968323
8199,4424,6501,VT,Barre,Barre Historical Society,Hist socl,1812,NA,1812,NA,NA,0,NA,0,Early National,Barre VT,-72.5020494,44.1970055
8200,383,6502,VT,Bennington,Free Library,Socl,1865,NA,1884,NA,1875,3333,1875,3333,NA,Bennington VT,-73.1967741,42.8781345
8201,2804,6504,VT,Benson,Benson Female Library Society.,Ladies,1833,NA,1838,NA,NA,0,NA,0,Antebellum,Benson VT,-73.3001233,43.7099497
8202,4310,6503,VT,Benson,Benson Book Club,Lit socy,1855,NA,1883,NA,NA,0,NA,0,Antebellum,Benson VT,-73.3001233,43.7099497
8203,7963,6505,VT,Bradford,Merrill Library,Public,1848,NA,1884,NA,NA,0,NA,0,Antebellum,Bradford VT,-72.1289793,43.9925666
8204,385,6508,VT,Bradford,Social Library,Socl,1796,NA,1796,NA,NA,0,NA,0,Early National,Bradford VT,-72.1289793,43.9925666
8205,384,6506,VT,Bradford,Public Library,Socl,1875,NA,1884,NA,NA,0,NA,0,NA,Bradford VT,-72.1289793,43.9925666
8206,3958,6507,VT,Bradford,Scientific Assoc.,Sci eng socy,1857,NA,1875,NA,1875,420,1875,420,Antebellum,Bradford VT,-72.1289793,43.9925666
8207,3515,6510,VT,Brandon,Ladies' Book Club,Ladies' socy,1869,NA,1884,NA,NA,0,NA,0,NA,Brandon VT,-73.0876119,43.7981195
8208,4544,6509,VT,Brandon,"Brandon Farmers' Club, Society",Agri socl,NA,1867,1867,NA,1867,200,1867,200,NA,Brandon VT,-73.0876119,43.7981195
8209,386,6511,VT,Brattleboro,Brattleboro Library Assoc.,Socl,1842,NA,1875,NA,1857,1873,1875,3000,Antebellum,Brattleboro VT,-72.5578678,42.8509152
8210,6834,6512,VT,Brattleborough,Vermont Asylum for the Insane,Asylum,1836,NA,1884,NA,1875,1000,1875,1000,Antebellum,Brattleborough VT,-72.5578678,42.8509152
8211,387,6513,VT,Brookfield,Social Library,Socl,1791,NA,1846,NA,1835,800,1835,800,Early National,Brookfield VT,-72.6034385,44.0422861
8212,7964,6514,VT,Burlington,Fletcher Free Library,Public,1874,NA,1884,NA,1875,8500,1875,8500,NA,Burlington VT,-73.212072,44.4758825
8213,485,6517,VT,Burlington,,YMA,1860,NA,1875,NA,1875,2000,1875,2000,Antebellum,Burlington VT,-73.212072,44.4758825
8214,2986,95075,VT,Burlington,Burlington Mechanics' Institute,Mech,1842,NA,1847,NA,NA,0,NA,0,Antebellum,Burlington VT,-73.212072,44.4758825
8215,3347,12852,VT,Burlington,Burlington Lyceum,Lyceum,1852,NA,1852,NA,NA,0,NA,0,Antebellum,Burlington VT,-73.212072,44.4758825
8216,5408,6840,VT,Burlington,Univ. of Vermont - University Institute Society,Coll socy,NA,1858,1858,NA,1858,1500,1858,1500,NA,Burlington VT,-73.212072,44.4758825
8217,5406,6839,VT,Burlington,University of Vermont - Society for Religious Inquiry,Coll socy,1830,NA,1875,NA,1857,534,1875,2500,Antebellum,Burlington VT,-73.212072,44.4758825
8218,7190,95134,VT,Burlington,St. Paul's Church Parish Library,Church,NA,1847,1847,NA,NA,0,NA,0,NA,Burlington VT,-73.212072,44.4758825
8219,5893,6516,VT,Burlington,University of Vermont College Library,Coll,1800,NA,1884,NA,1834,1000,1875,13521,Early National,Burlington VT,-73.212072,44.4758825
8220,7191,6515,VT,Burlington,Parish Library - First Unitarian Church,Church,1823,NA,1884,NA,1875,1250,1875,1250,Early National,Burlington VT,-73.212072,44.4758825
8221,5409,6838,VT,burlington,University of Vermont - Phi Sigma Nu Society,Coll socy,1823,NA,1857,NA,1857,1874,1857,1874,Early National,burlington VT,-73.212072,44.4758825
8222,5892,12853,VT,Burlington,University of Vermont College of Medicine Library,Med coll,1823,NA,1957,NA,NA,0,NA,0,Early National,Burlington VT,-73.212072,44.4758825
8223,7188,95132,VT,Burlington,First Congregational Church,Church,NA,1873,1879,NA,NA,0,NA,0,NA,Burlington VT,-73.212072,44.4758825
8224,388,6518,VT,Calais,Circulating Library,Socl,1832,NA,1884,NA,NA,0,NA,0,Antebellum,Calais VT,-72.4663426,44.363296
8225,7965,6519,VT,Cavendish,Fletcher Library,Public,1868,NA,1884,NA,1875,3200,1875,3200,NA,Cavendish VT,-72.5914616,43.4145061
8226,395,99038,VT,Cavendish,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Cavendish VT,-72.5914616,43.4145061
8227,389,6521,VT,Chelsea,Library Assoc.,Socl,1842,NA,1884,NA,1875,400,1875,400,Antebellum,Chelsea VT,-72.4475994,43.989788
8228,2803,6520,VT,Chelsea,Chelsea Ladies' Library,Ladies,1864,NA,1884,NA,NA,0,NA,0,NA,Chelsea VT,-72.4475994,43.989788
8229,390,99039,VT,Chester,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Chester VT,-72.5951082,43.2628476
8230,4874,6522,VT,Chester,Hoyt's Circulating Library,Comm,NA,1875,1875,NA,1875,500,1875,500,NA,Chester VT,-72.5951082,43.2628476
8231,486,6524,VT,Cornwall,Young Gentlemen's Society of Cornwall,YMA,1804,NA,NA,1858,NA,0,NA,0,Early National,Cornwall VT,-73.2103951,43.960893
8232,391,6523,VT,Cornwall,Lane Library Assoc.,Socl,1858,NA,1884,NA,NA,0,NA,0,Antebellum,Cornwall VT,-73.2103951,43.960893
8233,392,6525,VT,Derby,Derby Library,Socl,NA,1853,1858,NA,1858,500,1858,500,NA,Derby VT,-72.1345069,44.9639953
8234,3959,6526,VT,Derby,Onleans County Society Natural Sciences,Sci eng socy,NA,1875,1875,NA,1875,300,1875,300,NA,Derby VT,-72.1345069,44.9639953
8235,393,6527,VT,Dorset,Public Library,Socl,1871,NA,1884,NA,NA,0,NA,0,NA,Dorset VT,-73.0987801,43.2548074
8236,394,6528,VT,East Calais,East Calais Circ. Library,Socl,1864,NA,1884,NA,NA,0,NA,0,NA,East Calais VT,-72.4299853,44.366446
8237,7966,6529,VT,East Dorset,Library Assoc.,Public,1870,NA,1884,NA,NA,0,NA,0,NA,East Dorset VT,-73.00927,43.2397974
8238,397,6531,VT,Fair Haven,Fair Haven Library Society,Socl,1799,NA,1799,NA,NA,0,NA,0,Early National,Fair Haven VT,-73.2657155,43.594801
8239,396,6530,VT,Fair Haven,Fair Haven Library Association,Socl,1826,NA,1826,NA,NA,0,NA,0,Early National,Fair Haven VT,-73.2657155,43.594801
8240,399,6533,VT,Felchville,Library Assoc. of Reading,Socl,1865,NA,1844,NA,NA,0,NA,0,NA,Felchville VT,-72.53787,43.4564604
8241,400,6534,VT,Grafton,Public Library,Socl,1874,NA,1884,NA,1875,700,1875,700,NA,Grafton VT,-72.6064633,43.1716817
8242,401,6535,VT,Grand-Isle,Social Library,Socl,1810,NA,NA,1840,NA,0,NA,0,Early National,Grand-Isle VT,-73.2923538,44.7225436
8243,402,6536,VT,Guilford,Social Library,Socl,1790,NA,NA,1818,NA,0,NA,0,Early National,Guilford VT,-72.575487,42.8170235
8244,403,6538,VT,Hartford,Social Library,Socl,1799,NA,1799,NA,NA,0,NA,0,Early National,Hartford VT,-72.3696992,43.6637411
8245,404,6537,VT,Hartford,Library Assoc.,Socl,1865,NA,1884,NA,NA,0,NA,0,NA,Hartford VT,-72.3696992,43.6637411
8246,4308,6539,VT,Hinesburgh,Literary Society,Lit socy,1810,NA,NA,1860,NA,0,NA,0,Early National,Hinesburgh VT,-73.110679,44.3292199
8247,2583,6540,VT,Hyde Park,Agricultural Library,Agri socl,1860,NA,1875,NA,1875,400,1875,400,Antebellum,Hyde Park VT,-72.6165192,44.5939318
8248,405,6541,VT,Irasburg,Irasburg Library Assoc.,Socl,1867,NA,1884,NA,1875,300,1875,300,NA,Irasburg VT,-72.2795489,44.8033816
8249,406,6542,VT,Lowell,Library Assoc.,Socl,1875,NA,1884,NA,NA,0,NA,0,NA,Lowell VT,-72.4600592,44.7882176
8250,4875,6543,VT,Lunenburgh,Cutting's Library,Comm,1854,NA,1884,NA,1875,5000,1875,5000,Antebellum,Lunenburgh VT,-71.6820321,44.4631136
8251,2582,6544,VT,Manchester,Burton's Pastoral Library,Rel socl,1853,NA,1884,NA,1875,450,1875,450,Antebellum,Manchester VT,-73.0723268,43.1636875
8252,407,6545,VT,Marlborough,Social Library Society,Socl,NA,1826,1826,NA,NA,0,NA,0,NA,Marlborough VT,-72.7259271,42.859526
8253,3514,6546,VT,Middleburg,Ladies Library Assoc.,Ladies' socy,1866,NA,1884,NA,1875,1400,1875,1400,NA,Middleburg VT,-73.16734,44.0153371
8254,408,6547,VT,Middlebury,Addison County Center Library,Socl,1793,NA,NA,1805,NA,0,NA,0,Early National,Middlebury VT,-73.16734,44.0153371
8255,2800,95062,VT,Middlebury,Ladies Circulating Library,Ladies,1866,NA,1870,NA,NA,0,NA,0,NA,Middlebury VT,-73.16734,44.0153371
8256,5413,6551,VT,Middlebury,Middlebury College - Philological Society,Coll socy,NA,1824,1824,NA,NA,0,NA,0,NA,Middlebury VT,-73.16734,44.0153371
8257,4871,95213,VT,Middlebury,Circulating Library of Chauncey Goodrich,Comm,NA,1828,1828,NA,NA,0,NA,0,NA,Middlebury VT,-73.16734,44.0153371
8258,5407,6549,VT,Middlebury,Middlebury College - Middlebury College Society Library,Coll socy,NA,1834,1875,NA,1850,785,1875,3500,NA,Middlebury VT,-73.16734,44.0153371
8259,5414,6550,VT,Middlebury,Middlebury College - Philadelphian Society Library (religious),Coll socy,1804,NA,1875,NA,1850,432,1857,770,Early National,Middlebury VT,-73.16734,44.0153371
8260,5412,6552,VT,Middlebury,Middlebury College - Philomathesian Society,Coll socy,NA,1834,1875,NA,1850,2200,1850,2200,NA,Middlebury VT,-73.16734,44.0153371
8261,5894,6548,VT,Middlebury,Middlebury College,Coll,1800,NA,1884,NA,1834,2330,1875,12000,Early National,Middlebury VT,-73.16734,44.0153371
8262,2802,6553,VT,Middletown Springs,Ladies' Library Assoc.,Ladies,1875,NA,1884,NA,NA,0,NA,0,NA,Middletown Springs VT,-73.1181624,43.4856255
8263,7829,6557,VT,Montpelier,State Library,State,1825,NA,1884,NA,1850,3500,1875,14600,Early National,Montpelier VT,-72.5753869,44.2600593
8264,409,6556,VT,Montpelier,Montpelier Library Association,Socl,1794,NA,1794,NA,NA,0,NA,0,Early National,Montpelier VT,-72.5753869,44.2600593
8265,410,6559,VT,Montpelier,Village Library,Socl,1814,NA,1814,NA,NA,0,NA,0,Early National,Montpelier VT,-72.5753869,44.2600593
8266,2581,6554,VT,Montpelier,Agricultural Library,Agri socl,NA,1875,1875,NA,1875,300,1875,300,NA,Montpelier VT,-72.5753869,44.2600593
8267,3348,6555,VT,Montpelier,Lyceum,Lyceum,1827,NA,1827,NA,NA,0,NA,0,Early National,Montpelier VT,-72.5753869,44.2600593
8268,4425,6558,VT,Montpelier,Vermont Historical and Antiquarian Society,Hist socl,1838,NA,1875,NA,1858,1500,1875,5000,Antebellum,Montpelier VT,-72.5753869,44.2600593
8269,4309,6560,VT,New Hampton,Literary and Theological Institute,Lit socy,1855,NA,1855,NA,NA,0,NA,0,Antebellum,New Hampton VT,-72.0660611,41.8067586
8270,7967,6561,VT,New Haven,Lampson Library,Public,1869,NA,1884,NA,NA,0,NA,0,NA,New Haven VT,-73.1535713,44.1243277
8271,411,6562,VT,Newbury,Newbury Library Association,Socl,1796,NA,1796,NA,NA,0,NA,0,Early National,Newbury VT,-72.1341806,44.128342
8272,412,6563,VT,Newbury,Village Library,Socl,1872,NA,1884,NA,NA,0,NA,0,NA,Newbury VT,-72.1341806,44.128342
8273,398,6532,VT,Newfone,Fayetteville Library Assoc.,Socl,1870,NA,1884,NA,1875,400,1875,400,NA,Newfone VT,-72.6559313,42.9856736
8274,413,6564,VT,Northfield,Library Assoc.,Socl,1871,NA,1875,NA,1875,685,1875,685,NA,Northfield VT,-72.6564986,44.1511723
8275,5411,6566,VT,Northfield,Nowrick University - Society Library,Coll socy,NA,1875,1875,NA,NA,0,NA,0,NA,Northfield VT,-72.6564986,44.1511723
8276,5895,6565,VT,Northfield,Norwich University Library,Coll,1834,NA,1884,NA,1849,1032,1875,3000,Antebellum,Northfield VT,-72.6564986,44.1511723
8277,5410,6567,VT,Northfield,Norwick University Society Library,Coll socy,NA,1875,1875,NA,NA,0,NA,0,NA,Northfield VT,-72.6564986,44.1511723
8278,7060,6585,VT,Northfield,Vermont Central Railroad Library Assoc.,Mill,1856,NA,1884,NA,1875,2078,1875,2078,Antebellum,Northfield VT,-72.6564986,44.1511723
8279,2895,6568,VT,Orwell,Youth's Library Society,Juv socl,1807,NA,NA,1823,NA,0,NA,0,Early National,Orwell VT,-73.2978936,43.8039502
8280,414,12855,VT,Pawlet,Pawlet Library,Socl,NA,1799,1799,NA,NA,0,NA,0,NA,Pawlet VT,-73.177286,43.3465552
8281,415,6569,VT,Pawlet,Periodical Library,Socl,1830,NA,1830,NA,NA,0,NA,0,Antebellum,Pawlet VT,-73.177286,43.3465552
8282,2894,6570,VT,Peacham,Peacham Juvenile Library Society,Juv socl,1810,NA,1884,NA,NA,0,NA,0,Early National,Peacham VT,-72.1704048,44.3286166
8283,416,6571,VT,Pittsfield,Social Library,Socl,1797,NA,1797,NA,NA,0,NA,0,Early National,Pittsfield VT,-72.8128828,43.7722884
8284,419,6574,VT,Pittsford,Pittsford Library Company,Socl,1832,NA,NA,1839,NA,0,NA,0,Antebellum,Pittsford VT,-73.0281647,43.7067329
8285,418,6573,VT,Pittsford,Maclure Library,Socl,1839,NA,1875,NA,1875,1500,1875,1500,Antebellum,Pittsford VT,-73.0281647,43.7067329
8286,417,6572,VT,Pittsford,Librarian Society of Pittsford,Socl,1797,NA,NA,1839,1797,115,1797,115,Early National,Pittsford VT,-73.0281647,43.7067329
8287,420,6575,VT,Pomfret,Social Library,Socl,1804,NA,1827,NA,1814,48,1827,131,Early National,Pomfret VT,-72.5159287,43.704791
8288,421,6576,VT,Post Mills Village,Peabody Library,Socl,1866,NA,1884,NA,1875,2100,1875,2100,NA,Post Mills Village VT,-72.3932098,44.6617069
8289,422,6577,VT,Poultney,Poultney Library,Socl,1790,NA,NA,1841,NA,0,NA,0,Early National,Poultney VT,-73.2362261,43.5170325
8290,423,6578,VT,Proctorsville,Library Society.,Socl,1858,NA,1884,NA,1875,1016,1875,1016,Antebellum,Proctorsville VT,-72.6384277,43.3822947
8291,424,99040,VT,Reading,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Reading VT,-72.5914616,43.4893362
8292,426,6580,VT,Rochester,Social Library,Socl,1801,NA,1801,NA,NA,0,NA,0,Early National,Rochester VT,-72.808018,43.8745646
8293,425,6579,VT,Rochester,Lecture and Library Assoc.,Socl,1875,NA,1884,NA,NA,0,NA,0,NA,Rochester VT,-72.808018,43.8745646
8294,427,6581,VT,Rockingham,Rockingham Library Society,Socl,1799,NA,1816,NA,NA,0,NA,0,Early National,Rockingham VT,-72.4889288,43.1876028
8295,2584,6582,VT,Royalton,Agricultural Library Assoc.,Agri socl,1863,NA,1875,NA,1875,350,1875,350,NA,Royalton VT,-72.5427505,43.8176574
8296,428,6583,VT,Rupert,Union Library Society,Socl,1813,NA,1827,NA,NA,0,NA,0,Early National,Rupert VT,-73.2228853,43.2597979
8297,2580,12856,VT,Rutland,Agricultural Library Assoc.,Agri socl,NA,1863,1863,NA,NA,0,NA,0,NA,Rutland VT,-72.9726065,43.6106237
8298,429,6584,VT,Ryegate,Library Company,Socl,1774,NA,1774,NA,NA,0,NA,0,Colonial,Ryegate VT,-72.1160864,44.2387639
8299,430,6587,VT,Shoreham,Union Library Society,Socl,1821,NA,1821,NA,NA,0,NA,0,Early National,Shoreham VT,-73.3159515,43.8936708
8300,7970,6589,VT,Springfield,Town Library,Public,1871,NA,1884,NA,1875,2000,1875,2000,NA,Springfield VT,-72.4823117,43.2984078
8301,433,6588,VT,Springfield,Springfield Central Library,Socl,1819,NA,1827,NA,1827,198,1827,198,Early National,Springfield VT,-72.4823117,43.2984078
8302,7968,95190,VT,St. Albans,St. Albans Free Library,Public,NA,1871,1875,NA,NA,0,NA,0,NA,St. Albans VT,-73.0835582,44.8107132
8303,7969,6586,VT,St. Johnsburg,St. Johnsburg Athenaeum,Public,1870,NA,1884,NA,1875,9200,1875,9200,NA,St. Johnsburg VT,-72.0151183,44.4192627
8304,3285,95080,VT,St. Johnsbury,St. Johnsbury Athenaeum,Athen,NA,1875,1875,NA,NA,0,NA,0,NA,St. Johnsbury VT,-72.0151183,44.4192627
8305,7971,6590,VT,Stafford,Harris Library,Public,1856,NA,1884,NA,NA,0,NA,0,Antebellum,Stafford VT,-72.3778728,43.8664568
8306,432,6591,VT,Stowe,Social Library,Socl,1826,NA,NA,1849,NA,0,NA,0,Early National,Stowe VT,-72.6874023,44.4654332
8307,431,6592,VT,Sutton,Social Library of Burke and Billymead,Socl,1810,NA,1810,NA,NA,0,NA,0,Early National,Sutton VT,-72.0256525,44.6331085
8308,7972,6593,VT,Thetford,Lotham Memorial Library,Public,1875,NA,1884,NA,NA,0,NA,0,NA,Thetford VT,-72.2434689,43.8250578
8309,6742,6594,VT,Vergennes,Vermont Reform School,Prison,1865,NA,1884,NA,NA,0,NA,0,NA,Vergennes VT,-73.2540111,44.1672771
8310,2896,6595,VT,Vernon,Vernon Juvenile Library,Juv socl,1827,NA,NA,1848,1848,400,1848,400,Early National,Vernon VT,-72.5134223,42.7620271
8311,434,6596,VT,Wallingford,Wallingford Library Proprietors,Socl,1795,NA,1795,NA,NA,0,NA,0,Early National,Wallingford VT,-72.9773692,43.4717467
8312,435,6597,VT,Wells River,Library Assoc.,Socl,1848,NA,1875,NA,1875,420,1875,420,Antebellum,Wells River VT,-72.0470357,44.1542302
8313,2801,6598,VT,West Randolph,Ladies' Library Assoc.,Ladies,1864,NA,1884,NA,1875,600,1875,600,NA,West Randolph VT,-72.6656948,43.9247446
8314,440,99041,VT,West Windsor,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,West Windsor VT,-72.4879288,43.4858881
8315,441,99042,VT,Weston,,Socl,NA,NA,NA,NA,NA,0,NA,0,NA,Weston VT,-72.7929085,43.2913008
8316,436,6599,VT,Williamstown,Social Library,Socl,1801,NA,1884,NA,1871,1919,1871,1919,Early National,Williamstown VT,-72.5414937,44.1217292
8317,437,6600,VT,Wilmington,Serial Library Association,Socl,1795,NA,1796,NA,NA,0,NA,0,Early National,Wilmington VT,-72.8714468,42.8683889
8318,3286,6601,VT,Windsor,Athenaeum,Athen,1847,NA,1875,NA,1875,3050,1875,3050,Antebellum,Windsor VT,-72.3865679,43.4799996
8319,3349,99043,VT,Windsor,Windsor Lyceum,Lyceum,NA,NA,NA,NA,NA,0,NA,0,NA,Windsor VT,-72.3865679,43.4799996
8320,4873,95215,VT,Windsor,Windsor Circulating Library,Comm,NA,1827,1827,NA,NA,0,NA,0,NA,Windsor VT,-72.3865679,43.4799996
8321,6741,6602,VT,Windsor,Vermont Penitentiary,Prison,NA,1875,1884,NA,1875,600,1875,600,NA,Windsor VT,-72.3865679,43.4799996
8322,4872,95214,VT,Windsor,Franklin Circulating Library,Comm,NA,NA,NA,NA,NA,0,NA,0,NA,Windsor VT,-72.3865679,43.4799996
8323,439,6603,VT,Woodstock,Social Library of the South Village,Socl,1797,NA,1797,NA,NA,0,NA,0,Early National,Woodstock VT,-72.5185112,43.6242442
8324,438,6604,VT,Woodstock,Woodstock Library Society,Socl,1820,NA,NA,1840,NA,0,NA,0,Early National,Woodstock VT,-72.5185112,43.6242442
8325,7720,6685,WA,Astoria,Fort Canley Post Library,Garr,1864,NA,1884,NA,NA,0,NA,0,NA,Astoria WA,-123.8312534,46.1878841
8326,7719,12871,WA,Colville,Fort Colville,Garr,NA,1870,1875,NA,1870,50,1875,50,NA,Colville WA,-117.9009544,48.5449971
8327,2479,5474,WA,Ft. Vancouver,,Socl,1833,NA,1833,NA,NA,0,NA,0,Antebellum,Ft. Vancouver WA,-122.6581263,45.625481
8328,7822,6688,WA,Olympia,State Library,State,1854,NA,1884,NA,1855,2854,1875,6459,Antebellum,Olympia WA,-122.9006951,47.0378741
8329,3459,31057,WA,Olympia,Lyceum and Library Assoc.,Lyceum,1861,NA,1861,NA,NA,0,NA,0,NA,Olympia WA,-122.9006951,47.0378741
8330,2472,6686,WA,Olympia,Olympia Public Library,Socl,NA,1858,1858,NA,1858,1500,1858,1500,NA,Olympia WA,-122.9006951,47.0378741
8331,2473,6687,WA,Olympia,Tacoma Library,Socl,1869,NA,1884,NA,NA,0,NA,0,NA,Olympia WA,-122.9006951,47.0378741
8332,2471,31056,WA,Olympia,Alphean Library Assoc.,Socl,1860,NA,1860,NA,NA,0,NA,0,Antebellum,Olympia WA,-122.9006951,47.0378741
8333,2474,31058,WA,Port Madison,Port Madison Library Assoc. Inc.,Socl,1864,NA,1864,NA,NA,0,NA,0,NA,Port Madison WA,-122.5303301,47.7324415
8334,2475,6690,WA,Seattle,Seattle Library Assoc.,Socl,1868,NA,NA,1881,1873,278,1873,278,NA,Seattle WA,-122.3320708,47.6062095
8335,6375,6692,WA,Seattle,University of Washington,Coll,1862,NA,1884,NA,1871,350,1871,350,NA,Seattle WA,-122.3320708,47.6062095
8336,6824,6692,WA,Seattle,Washington Territorial Library,Terr,NA,NA,NA,NA,NA,0,NA,0,NA,Seattle WA,-122.3320708,47.6062095
8337,7170,6689,WA,Seattle,Ms. Maynard's Reading Room,PL owned,1875,NA,1875,NA,NA,0,NA,0,NA,Seattle WA,-122.3320708,47.6062095
8338,7430,31059,WA,Spokane,Religious Library,Church,NA,1860,1860,NA,1860,400,1860,400,NA,Spokane WA,-117.4260466,47.6587802
8339,2476,6691,WA,Steilacoom,Steilacoom Library Assoc.,Socl,1858,NA,NA,1908,NA,0,NA,0,Antebellum,Steilacoom WA,-122.6026274,47.1698197
8340,2477,6694,WA,Vancouver,Hudson's Bay 1st Circulating Library,Socl,1821,NA,1836,NA,NA,0,NA,0,Early National,Vancouver WA,-122.6614861,45.6387281
8341,7431,6695,WA,Vancouver,St. James Circulating Library,Church,1870,NA,1884,NA,NA,0,NA,0,NA,Vancouver WA,-122.6614861,45.6387281
8342,6376,6693,WA,Vancouver,Holy Angel's College,Coll,1865,NA,NA,1886,1872,1000,1875,500,NA,Vancouver WA,-122.6614861,45.6387281
8343,3460,6697,WA,Walla Walla,Walla Walla Lyceum and Library Association,Lyceum,1874,NA,1874,NA,NA,0,NA,0,NA,Walla Walla WA,-118.3430209,46.0645809
8344,2478,6696,WA,Walla Walla,Walla Walla Library Assoc. Inc.,Socl,1865,NA,1865,NA,1865,150,1865,150,NA,Walla Walla WA,-118.3430209,46.0645809
8345,3636,824,WA,Washington City,Washington City Library,YMCA,1865,NA,1914,NA,1875,15000,1875,15000,NA,Washington City WA,-122.412993,47.6588261
8346,4741,6716,WI,,Badax County Agricultural Society,Agri socl,1857,1859,1859,NA,1859,47,1859,47,Antebellum, WI,-88.7878678,43.7844397
8347,3700,6718,WI,Allen's Grove,YMCA,YMCA,1858,NA,1859,NA,NA,0,NA,0,Antebellum,Allen's Grove WI,-88.7625,42.58028
8348,5668,6722,WI,Appleton,Lawrence University - Society Libraries,Coll socy,1850,NA,1875,NA,NA,0,NA,0,Antebellum,Appleton WI,-88.4153847,44.2619309
8349,4743,6719,WI,Appleton,Farmers' Union Agricultural Assoc.,Agri socl,1858,1867,1867,NA,1867,60,1867,60,Antebellum,Appleton WI,-88.4153847,44.2619309
8350,5669,6721,WI,Appleton,Lawrence University - Society Libraries,Coll socy,1850,NA,1875,NA,NA,0,NA,0,Antebellum,Appleton WI,-88.4153847,44.2619309
