"","X","plus","mcmullen","state","locality","name","type","founding_date","em","ml","ce","de","sz","ld","vs","period","location","lon","lat"
"1275",7275,4286,5904,"PA","Pittsburgh","Board of Trade","Trade",NA,1843,1843,NA,NA,0,NA,0,NA,"Pittsburgh PA",-79.9958864,40.4406248
"1276",7276,6934,42092,"PA","Pittsburgh","Western Hospital for the Insane","Asylum",1857,NA,1857,NA,NA,0,NA,0,"Antebellum","Pittsburgh PA",-79.9958864,40.4406248
"1277",7277,1566,5912,"PA","Pittston","Library Assoc.","Socl",1873,NA,1884,NA,1875,320,1875,320,NA,"Pittston PA",-75.7893604,41.3259134
"1278",7278,6818,5912,"PA","Pittston","Pittston Library Association","Lib assoc",NA,NA,NA,NA,NA,0,NA,0,NA,"Pittston PA",-75.7893604,41.3259134
"1279",7279,1567,5930,"PA","Plumstead Twp.","Union Liby.","Socl",1807,NA,1807,NA,NA,0,NA,0,"Early National","Plumstead Twp. PA",-75.1195107,40.3840568
"1280",7280,8014,5931,"PA","Plymouth","Public Library","Public",NA,1875,1875,NA,1875,500,1875,500,NA,"Plymouth PA",-75.9446428,41.2403596
"1281",7281,7359,30976,"PA","Port Carbon","Presbyterian Church","Church",NA,1860,1860,NA,1860,500,1860,500,NA,"Port Carbon PA",-76.1688304,40.6964788
"1282",7282,7360,30977,"PA","Port Carbon","Roman Catholic Church","Church",NA,1860,1860,NA,1860,500,1860,500,NA,"Port Carbon PA",-76.1688304,40.6964788
"1283",7283,1568,5933,"PA","Pottstown","Pottstown (Montgomery Co.) Library","Socl",1810,NA,NA,1850,NA,0,NA,0,"Early National","Pottstown PA",-75.6496302,40.2453741
"1284",7284,5215,5932,"PA","Pottstown","Circulating Library","Comm",1871,NA,1875,NA,1875,750,1875,750,NA,"Pottstown PA",-75.6496302,40.2453741
"1285",7285,7891,5939,"PA","Pottsville","Schuylkill County Law Library","Co law",1861,NA,1884,NA,1875,2000,1875,2000,NA,"Pottsville PA",-76.195499,40.6856456
"1286",7286,1569,5935,"PA","Pottsville","""a circulating Library""","Socl",NA,1831,1843,NA,NA,0,NA,0,NA,"Pottsville PA",-76.195499,40.6856456
"1287",7287,1570,5938,"PA","Pottsville","""Exchange Reading Room""","Socl",NA,1828,1845,NA,NA,0,NA,0,NA,"Pottsville PA",-76.195499,40.6856456
"1288",7288,3039,5937,"PA","Pottsville","Mechanics' Library","Mech",NA,1831,1843,NA,NA,0,NA,0,NA,"Pottsville PA",-76.195499,40.6856456
"1289",7289,4154,5936,"PA","Pottsville","Gowen Post No.23 Grand Army Republic","Frat",1874,NA,1884,NA,1875,430,1875,430,NA,"Pottsville PA",-76.195499,40.6856456
"1290",7290,7361,30978,"PA","Pottsville","Church","Church",NA,1850,1850,NA,1850,500,1850,500,NA,"Pottsville PA",-76.195499,40.6856456
"1291",7291,6961,5934,"PA","Pottsville","Benevolent Associations' Home for Children","Asylum",1873,NA,1875,NA,1875,300,1875,300,NA,"Pottsville PA",-76.195499,40.6856456
"1292",7292,4014,5940,"PA","Pottsville","Scientific Assoc.","Sci eng socy",1854,NA,1857,NA,1857,373,1857,373,"Antebellum","Pottsville PA",-76.195499,40.6856456
"1293",7293,5214,5941,"PA","pottsville","Stockton CirculatingLibrary","Comm",1860,NA,1875,NA,1875,4000,1875,4000,"Antebellum","pottsville PA",-76.195499,40.6856456
"1294",7294,1571,5942,"PA","Quakertown","Richland Library","Socl",1788,NA,1884,NA,1875,1274,1875,1274,"Early National","Quakertown PA",-75.3415667,40.4417682
"1295",7295,7362,42093,"PA","Radnor","Parochial Library","Church",1714,NA,1714,NA,NA,0,NA,0,"Colonial","Radnor PA",-75.3599105,40.0462208
"1296",7296,1572,5943,"PA","Radnor Twp.","The Radnor Library","Socl",1809,NA,1850,NA,1809,500,1809,500,"Early National","Radnor Twp. PA",-75.3754599,40.043912
"1297",7297,7892,5944,"PA","Reading","Berks County Law Library","Co law",1843,NA,1884,NA,1875,1300,1875,1300,"Antebellum","Reading PA",-75.9268747,40.3356483
"1298",7298,1579,5956,"PA","Reading","William Penn Inste","Socl",1837,NA,NA,1843,NA,0,NA,0,"Antebellum","Reading PA",-75.9268747,40.3356483
"1299",7299,1578,5955,"PA","Reading","Washington Liby","Socl",1854,NA,1943,NA,NA,0,NA,0,"Antebellum","Reading PA",-75.9268747,40.3356483
"1300",7300,1577,5954,"PA","Reading","""a reading room""","Socl",NA,1820,1820,NA,NA,0,NA,0,NA,"Reading PA",-75.9268747,40.3356483
"1301",7301,1576,5953,"PA","Reading","Reading Institute","Socl",1847,NA,1858,NA,1847,1000,1847,1000,"Antebellum","Reading PA",-75.9268747,40.3356483
"1302",7302,1574,5946,"PA","Reading","Franklin Library","Socl",1839,NA,1847,NA,1841,200,1841,200,"Antebellum","Reading PA",-75.9268747,40.3356483
"1303",7303,3623,5957,"PA","Reading","YMCA","YMCA",1858,NA,1858,NA,NA,0,NA,0,"Antebellum","Reading PA",-75.9268747,40.3356483
"1304",7304,3494,5947,"PA","Reading","German Library","For lang socy",1803,NA,NA,1840,1840,1507,1840,1507,"Early National","Reading PA",-75.9268747,40.3356483
"1305",7305,1573,5945,"PA","Reading","First Liby [unnamed]","Socl",1763,NA,1763,NA,NA,0,NA,0,"Colonial","Reading PA",-75.9268747,40.3356483
"1306",7306,1575,5952,"PA","Reading","Reading Library","Socl",1808,NA,1884,NA,1809,250,1875,7000,"Early National","Reading PA",-75.9268747,40.3356483
"1307",7307,481,5958,"PA","Reading","Youth's and Apprentice's Institute","YMA",1836,NA,1837,NA,1836,501,1836,501,"Antebellum","Reading PA",-75.9268747,40.3356483
"1308",7308,3040,5951,"PA","Reading","Mechanics' Instit.","Mech",1839,NA,NA,1847,NA,0,NA,0,"Antebellum","Reading PA",-75.9268747,40.3356483
"1309",7309,5213,5948,"PA","Reading","Isaac W. Harper's Circulating Library","Comm",1840,NA,1840,NA,NA,0,NA,0,"Antebellum","Reading PA",-75.9268747,40.3356483
"1310",7310,4465,5949,"PA","Reading","Historical Society of Berks County","Hist socl",1869,NA,1869,NA,NA,0,NA,0,NA,"Reading PA",-75.9268747,40.3356483
"1311",7311,6099,30979,"PA","Reading","Union Seminary","Coll",1856,NA,1990,NA,NA,0,NA,0,"Antebellum","Reading PA",-75.9268747,40.3356483
"1312",7312,1580,5959,"PA","Renova","Library and Reading Room Assoc.","Socl",1867,NA,1875,NA,1875,750,1875,750,NA,"Renova PA",-77.7508202,41.3264556
"1313",7313,5193,5960,"PA","Renovo","Seibert's Circulating Library","Comm",NA,1875,1875,NA,1875,304,1875,304,NA,"Renovo PA",-77.7508202,41.3264556
"1314",7314,3398,5864,"PA","Roxborough","Roxborough Lyceum","Lyceum",1857,NA,1884,NA,1858,800,1875,1700,"Antebellum","Roxborough PA",-75.2420722,40.0548134
"1315",7315,1582,5966,"PA","Scranton","Welsh Philosophical Society and Free Library","Socl",1863,NA,1884,NA,NA,0,NA,0,NA,"Scranton PA",-75.6624122,41.408969
"1316",7316,3624,30981,"PA","Scranton","YMCA","YMCA",NA,1860,1860,NA,1860,12000,1860,12000,NA,"Scranton PA",-75.6624122,41.408969
"1317",7317,3625,5967,"PA","Scranton","YMCA","YMCA",1869,NA,1875,NA,1875,1500,1875,1500,NA,"Scranton PA",-75.6624122,41.408969
"1318",7318,5192,5956,"PA","Scranton","Norton's Circulating Library","Comm",NA,1875,1875,NA,1875,1000,1875,1000,NA,"Scranton PA",-75.6624122,41.408969
"1319",7319,6100,5969,"PA","Selin's Grove","Missionary Institute","Theo coll",1858,NA,1884,NA,1870,2000,1875,2500,"Antebellum","Selin's Grove PA",-77.1945247,41.2033216
"1320",7320,6101,5968,"PA","Selin's Grove","Susguehanna Female College","Coll",1859,NA,1873,NA,1870,500,1870,500,"Antebellum","Selin's Grove PA",-77.1945247,41.2033216
"1321",7321,5492,5970,"PA","Semin's Grove","Missionary Institute Clionian Literary Society","Coll socy",1866,NA,1884,NA,NA,0,NA,0,NA,"Semin's Grove PA",-76.8621935,40.7989735
"1322",7322,1583,5971,"PA","Sewickley","Sewickley Library Institute","Socl",1865,NA,1865,NA,NA,0,NA,0,NA,"Sewickley PA",-80.1844243,40.5364846
"1323",7323,2938,5972,"PA","Sewickley","Young Men's Library","Young Men's",1873,NA,1884,NA,NA,0,NA,0,NA,"Sewickley PA",-80.1844243,40.5364846
"1324",7324,4647,5973,"PA","Shenango","Shenango Farmers' Club","Agri socl",1852,1859,1859,NA,1859,50,1859,50,"Antebellum","Shenango PA",-80.3989565,41.3797771
"1325",7325,1584,30983,"PA","Shippensberg","""A Library society""","Socl",NA,1860,1860,NA,1860,600,1860,600,NA,"Shippensberg PA",-77.5202647,40.0506453
"1326",7326,6046,30982,"PA","Shippensburg","Cumberland Valley State Normal School","Coll",1873,NA,1990,NA,NA,0,NA,0,NA,"Shippensburg PA",-77.5202647,40.0506453
"1327",7327,7893,5974,"PA","Somerset","Somerset County Law Library","Co law",1870,NA,1884,NA,1875,325,1875,325,NA,"Somerset PA",-79.0780831,40.008411
"1328",7328,1585,5976,"PA","South Bethlehem","Reading Room and Library Assoc.","Socl",1870,NA,1875,NA,1875,500,1875,500,NA,"South Bethlehem PA",-79.3408743,40.9995097
"1329",7329,6102,5975,"PA","South Bethlehem","Lehigh University","Coll",1866,NA,1875,NA,1875,2000,1875,2000,NA,"South Bethlehem PA",-79.3408743,40.9995097
"1330",7330,7365,5977,"PA","South Hermitage","Pequea Presbyterian Church Library","Church",1871,NA,1884,NA,NA,0,NA,0,NA,"South Hermitage PA",-75.9807808,40.0598227
"1331",7331,1588,30985,"PA","Spring Garden","Spring Garden LibraryAssoc.","Socl",1835,NA,NA,1843,NA,0,NA,0,"Antebellum","Spring Garden PA",-75.1647529,39.9656734
"1332",7332,1587,95039,"PA","Spring Garden","Free Reading Room Assoc.","Socl",NA,1851,1851,NA,NA,0,NA,0,NA,"Spring Garden PA",-75.1647529,39.9656734
"1333",7333,7366,5981,"PA","Springfield","Friends School and Library","Church",1832,NA,1832,NA,NA,0,NA,0,"Antebellum","Springfield PA",-75.3201878,39.9306677
"1334",7334,7367,30984,"PA","Springfield","Delaware County Church","Church",NA,1860,1860,NA,1860,1000,1860,1000,NA,"Springfield PA",-75.3201878,39.9306677
"1335",7335,7363,30980,"PA","St. Clair","Protestant Episcopal Church","Church",NA,1860,1860,NA,NA,0,NA,0,NA,"St. Clair PA",-76.1910536,40.7206451
"1336",7336,2697,5963,"PA","St. Mary's","St. Michael's Casino","Theo socy",1871,NA,1875,NA,1875,700,1875,700,NA,"St. Mary's PA",-78.5609398,41.4273738
"1337",7337,7364,5962,"PA","St. Mary's","St. Mary's Benedictine Priory Church","Church",1854,NA,1884,NA,1875,2000,1875,2000,"Antebellum","St. Mary's PA",-78.5609398,41.4273738
"1338",7338,1591,5985,"PA","Stroudsburg","Stroudsburg Library","Socl",1839,NA,1875,NA,1875,1000,1875,1000,"Antebellum","Stroudsburg PA",-75.1946248,40.9867609
"1339",7339,1590,5984,"PA","Stroudsburg","Library Assoc.","Socl",1832,NA,1884,NA,NA,0,NA,0,"Antebellum","Stroudsburg PA",-75.1946248,40.9867609
"1340",7340,5191,5983,"PA","Stroudsburg","Brown's Circulating Library","Comm",1866,NA,1884,NA,1875,500,1875,500,NA,"Stroudsburg PA",-75.1946248,40.9867609
"1341",7341,1592,5986,"PA","Susquehanna","Library Assoc. of Susquehanna","Socl",1861,NA,1884,NA,NA,0,NA,0,NA,"Susquehanna PA",-75.5991789,41.9436071
"1342",7342,482,5987,"PA","Susquehanna Depot","Young Men's Literary Assoc.","YMA",1858,NA,1875,NA,1875,3000,1875,3000,"Antebellum","Susquehanna Depot PA",-75.5991789,41.9436071
"1343",7343,5499,5991,"PA","Swarthmore","Swarthmore College - Ennomian Literary Society","Coll socy",1874,NA,1875,NA,NA,0,NA,0,NA,"Swarthmore PA",-75.3499123,39.9020565
"1344",7344,5497,5993,"PA","Swarthmore","Swarthmore College - Society Libraries","Coll socy",1875,NA,1875,NA,NA,0,NA,0,NA,"Swarthmore PA",-75.3499123,39.9020565
"1345",7345,5498,5992,"PA","Swarthmore","Swarthmore College - Society Libraries","Coll socy",1875,NA,1875,NA,NA,0,NA,0,NA,"Swarthmore PA",-75.3499123,39.9020565
"1346",7346,5500,5990,"PA","Swarthmore","Swarthmore College - Delphic Society","Coll socy",1873,NA,1875,NA,NA,0,NA,0,NA,"Swarthmore PA",-75.3499123,39.9020565
"1347",7347,6104,5989,"PA","Swarthmore","Swarthmore College","Coll",1870,NA,1884,NA,1875,2000,1875,2000,NA,"Swarthmore PA",-75.3499123,39.9020565
"1348",7348,6105,5988,"PA","Swarthmore","Friend's Historical Library - Swarthmore College","Theo coll",1871,NA,1871,NA,NA,0,NA,0,NA,"Swarthmore PA",-75.3499123,39.9020565
"1349",7349,1593,5994,"PA","Tamaqua","Tamaqua - Newkirk Library","Socl",NA,1849,1875,NA,1875,700,1875,700,NA,"Tamaqua PA",-75.9693707,40.7973112
"1350",7350,4155,5995,"PA","Tarentum","Odd Fellows' Library","Frat",1870,NA,1884,NA,NA,0,NA,0,NA,"Tarentum PA",-79.7597709,40.6014555
"1351",7351,1594,5996,"PA","Ten Mile (Washington Co.)","Franklin Library Company","Socl",1827,NA,1827,NA,NA,0,NA,0,"Early National","Ten Mile (Washington Co.) PA",-80.1527806,40.020738
"1352",7352,4156,5997,"PA","Tidionte","Eden Lodge Library","Frat",1874,NA,1884,NA,1875,320,1875,320,NA,"Tidionte PA",-79.4031034,41.6850604
"1353",7353,7370,30988,"PA","Tioga","Methodist Church","Church",NA,1860,1860,NA,1860,300,1860,300,NA,"Tioga PA",-77.1330265,41.9086848
"1354",7354,7371,30989,"PA","Tioga","Presbyterian Church","Church",NA,1860,1860,NA,1860,200,1860,200,NA,"Tioga PA",-77.1330265,41.9086848
"1355",7355,7369,30987,"PA","Tioga","Episcopal Church","Church",NA,1860,1860,NA,1860,500,1860,500,NA,"Tioga PA",-77.1330265,41.9086848
"1356",7356,7368,30986,"PA","Tioga","Baptist Church","Church",NA,1860,1860,NA,1860,200,1860,200,NA,"Tioga PA",-77.1330265,41.9086848
"1357",7357,5190,5998,"PA","Titusville","Hund's Circulating Library","Comm",NA,1875,1875,NA,1875,1100,1875,1100,NA,"Titusville PA",-79.6736631,41.6270036
"1358",7358,1595,5999,"PA","Towanda","Towanda Library Assoc.","Socl",1859,NA,1859,NA,NA,0,NA,0,"Antebellum","Towanda PA",-76.4427188,41.767575
"1359",7359,1596,6000,"PA","Uniontown","Book Club","Socl",1868,NA,1884,NA,1875,564,1875,564,NA,"Uniontown PA",-79.7164326,39.900076
"1360",7360,1597,6002,"PA","Uniontown","Library Company of Uniontown","Socl",1839,NA,1839,NA,NA,0,NA,0,"Antebellum","Uniontown PA",-79.7164326,39.900076
"1361",7361,6942,6001,"PA","Uniontown","Soldiers' Orphan School","Asylum",1866,NA,1875,NA,1875,300,1875,300,NA,"Uniontown PA",-79.7164326,39.900076
"1362",7362,1598,6003,"PA","Unionville","Coester Co. Library","Socl",1805,NA,1865,NA,NA,0,NA,0,"Early National","Unionville PA",-77.8755587,40.907282
"1363",7363,6106,6004,"PA","Upland","Bucknell Library of Crozer Theological Seminary","Theo coll",1868,NA,1884,NA,1870,6000,1875,7500,NA,"Upland PA",-75.3826921,39.8526124
"1364",7364,7372,6005,"PA","Uplands","Parish Library","Church",NA,1705,1705,NA,NA,0,NA,0,NA,"Uplands PA",-123.4363934,48.0952591
"1365",7365,1599,6006,"PA","Upper Dublin","Union Library Co.","Socl",1834,NA,1840,NA,NA,0,NA,0,"Antebellum","Upper Dublin PA",-75.1895576,40.1532684
"1366",7366,1600,6009,"PA","Villanova","Villanova Library","Socl",1842,NA,1884,NA,NA,0,NA,0,"Antebellum","Villanova PA",-75.3491813,40.0375832
"1367",7367,7373,6008,"PA","Villanova","Villanova College - Monastery Library","Church",1842,NA,1875,NA,1875,5000,1875,5000,"Antebellum","Villanova PA",-75.3491813,40.0375832
"1368",7368,1601,30990,"PA","Warren","Warren Library","Socl",1831,NA,1831,NA,NA,0,NA,0,"Antebellum","Warren PA",-79.1450445,41.8439486
"1369",7369,3626,30991,"PA","Warren","YMCA","YMCA",1871,NA,NA,1873,NA,0,NA,0,NA,"Warren PA",-79.1450445,41.8439486
"1370",7370,1602,6010,"PA","Warren","Waren Library Assoc.","Socl",1873,NA,1884,NA,1875,1935,1875,1935,NA,"Warren PA",-79.1450445,41.8439486
"1371",7371,7894,6017,"PA","Washington","Washington County Law Library","Co law",1871,NA,1884,NA,1875,587,1875,587,NA,"Washington PA",-80.2461714,40.17396
"1372",7372,5494,6016,"PA","Washington","Washington College - Washington Literary Society","Coll socy",NA,1858,1860,NA,NA,0,NA,0,NA,"Washington PA",-80.2461714,40.17396
"1373",7373,1603,6012,"PA","Washington","Citizen's Library","Socl",1871,NA,1884,NA,1871,1837,1871,1837,NA,"Washington PA",-80.2461714,40.17396
"1374",7374,5496,6015,"PA","Washington","Washington College - Union Society","Coll socy",1809,NA,NA,1865,NA,0,NA,0,"Early National","Washington PA",-80.2461714,40.17396
"1375",7375,3627,6022,"PA","Washington","YMCA","YMCA",1857,NA,1860,NA,1858,300,1858,300,"Antebellum","Washington PA",-80.2461714,40.17396
"1376",7376,3041,6021,"PA","Washington","Mechanics Lib","Mech",1846,NA,1846,NA,NA,0,NA,0,"Antebellum","Washington PA",-80.2461714,40.17396
"1377",7377,1606,6020,"PA","Washington","Library Company inc.","Socl",1861,NA,NA,1868,NA,0,NA,0,NA,"Washington PA",-80.2461714,40.17396
"1378",7378,5495,30992,"PA","Washington","Washington College - Washington Society","Coll socy",NA,1860,1860,NA,1860,1700,1860,1700,NA,"Washington PA",-80.2461714,40.17396
"1379",7379,5211,6013,"PA","Washington","Archibald Kerr's Circulating Library","Comm",1832,NA,NA,1833,NA,0,NA,0,"Antebellum","Washington PA",-80.2461714,40.17396
"1380",7380,6107,6014,"PA","Washington","Washington and Jefferson College","Coll",1806,NA,1884,NA,1833,400,1875,5000,"Early National","Washington PA",-80.2461714,40.17396
"1381",7381,5212,6011,"PA","Washington","Thomas Baird's Circulating Library","Comm",1811,NA,1813,NA,NA,0,NA,0,"Early National","Washington PA",-80.2461714,40.17396
"1382",7382,1605,6019,"PA","Washington Co.","Washington Library Co.","Socl",1816,NA,1816,NA,NA,0,NA,0,"Early National","Washington Co. PA",-80.1875065,40.1367719
"1383",7383,1604,6018,"PA","Washington County","Washington Library Assoc.","Socl",1868,NA,1871,NA,1868,316,1871,1600,NA,"Washington County PA",-80.1875065,40.1367719
"1384",7384,1607,30993,"PA","Wayne","Wayne Library and Library Assoc.","Socl",NA,1871,1872,NA,NA,0,NA,0,NA,"Wayne PA",-75.3698895,40.0415996
"1385",7385,7374,30994,"PA","Waynesboro","Frankling County German Reformed Church","Church",NA,1860,1860,NA,1860,1000,1860,1000,NA,"Waynesboro PA",-77.5777692,39.755927
"1386",7386,7376,30996,"PA","Waynesboro","Franklin County Methodist Episcopal Church","Church",NA,1860,1860,NA,1860,1000,1860,1000,NA,"Waynesboro PA",-77.5777692,39.755927
"1387",7387,7375,30995,"PA","Waynesboro","Franklin County Luthern Church","Church",NA,1860,1860,NA,1860,1000,1860,1000,NA,"Waynesboro PA",-77.5777692,39.755927
"1388",7388,1608,6023,"PA","Waynesburg","Public Library","Socl",NA,1875,1875,NA,1875,400,1875,400,NA,"Waynesburg PA",-80.1792299,39.8964641
"1389",7389,6108,6024,"PA","Waynesburg","Waynesburg College","Coll",1850,NA,1884,NA,1870,1000,1875,1000,"Antebellum","Waynesburg PA",-80.1792299,39.8964641
"1390",7390,483,6025,"PA","Wellsboro","Hermaic Society Library","YMA",1869,NA,1875,NA,1875,400,1875,400,NA,"Wellsboro PA",-77.3005304,41.7486838
"1391",7391,7895,6028,"PA","West Chester","Chester County Law Library","Co law",1862,NA,1884,NA,1875,2225,1875,2225,NA,"West Chester PA",-75.6054882,39.9606643
"1392",7392,1610,6030,"PA","West Chester","National Library and Reading Room","Socl",1814,NA,1859,NA,NA,0,NA,0,"Early National","West Chester PA",-75.6054882,39.9606643
"1393",7393,1609,6029,"PA","West Chester","Library Assoc.","Socl",1873,NA,1884,NA,NA,0,NA,0,NA,"West Chester PA",-75.6054882,39.9606643
"1394",7394,4635,5504,"PA","West Chester","Chester County Agricultural Society","Agri socl",1853,1859,1859,NA,NA,0,NA,0,"Antebellum","West Chester PA",-75.6054882,39.9606643
"1395",7395,7377,30997,"PA","West Chester Borough","Chester County Church","Church",NA,1850,1850,NA,NA,0,NA,0,NA,"West Chester Borough PA",-75.5988199,39.9637045
"1396",7396,8015,6031,"PA","West Grove","Free Library","Public",1873,NA,1884,NA,NA,0,NA,0,NA,"West Grove PA",-75.8274413,39.8220535
"1397",7397,3310,6026,"PA","Westchester","Chester County Athenaeum","Athen",1827,NA,1857,NA,1850,1431,1857,2092,"Early National","Westchester PA",-75.6146881,39.9731345
"1398",7398,4015,6027,"PA","Westchester","Chester County Cabinet of Natural Sciences","Sci eng socy",1826,NA,1857,NA,1850,450,1857,230,"Early National","Westchester PA",-75.6146881,39.9731345
"1399",7399,1611,6032,"PA","Whitpain","Whitpain Twp. Library","Socl",1817,NA,NA,1890,NA,0,NA,0,"Early National","Whitpain PA",-75.2829046,40.1653934
"1400",7400,43,6038,"PA","Wilkes Barre","YMCA","YMCA",1871,NA,1884,NA,1875,1700,1875,1700,NA,"Wilkes Barre PA",-75.8813075,41.2459149
"1401",7401,2703,6034,"PA","Wilkes Barre","Library And Bar Assoc.","Law",1850,NA,1884,NA,1875,1300,1875,1300,"Antebellum","Wilkes Barre PA",-75.8813075,41.2459149
"1402",7402,4455,6037,"PA","Wilkes Barre","Wyoming Historical Society and Geological Society","Hist socl",1858,NA,1884,NA,1875,3000,1875,3000,"Antebellum","Wilkes Barre PA",-75.8813075,41.2459149
"1403",7403,3878,6036,"PA","Wilkes-Barre","Wyoming Athenaeum","Athen",1839,NA,1875,NA,1875,1436,1875,1436,"Antebellum","Wilkes-Barre PA",-75.8813075,41.2459149
"1404",7404,1612,6035,"PA","Wilkes-Barre","St. Nicholas Library","Socl",1875,NA,1884,NA,NA,0,NA,0,NA,"Wilkes-Barre PA",-75.8813075,41.2459149
"1405",7405,5493,6033,"PA","Wilkes-Barre","Kings College - Athenaean Society","Coll socy",1869,NA,1871,NA,NA,0,NA,0,NA,"Wilkes-Barre PA",-75.8813075,41.2459149
"1406",7406,7896,6040,"PA","Williamsport","Lycoming County Law Library","Co law",1870,NA,1884,NA,1875,900,1875,900,NA,"Williamsport PA",-77.0010786,41.2411897
