"","X","plus","mcmullen","state","locality","name","type","founding_date","em","ml","ce","de","sz","ld","vs","period","location","lon","lat"
"1124",7124,4464,5860,"PA","Philadelphia","Presbyterian Historical Society","Hist socl",1852,NA,1884,NA,1858,1500,1875,7000,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1125",7125,6950,5782,"PA","Philadelphia","Educational Home for Boys","Asylum",1874,NA,1884,NA,1875,600,1875,600,NA,"Philadelphia PA",-75.1652215,39.9525839
"1126",7126,5206,95270,"PA","Philadelphia","English and French Family Circulating Library","Comm",NA,NA,NA,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1127",7127,5227,30968,"PA","Philadelphia","William Pelham Circulating Library","Comm",NA,1813,NA,1814,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1128",7128,4456,5802,"PA","Philadelphia","Historical Society of Philadelphia","Hist socl",1824,NA,1884,NA,1844,60,1875,17000,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1129",7129,5223,5812,"PA","Philadelphia","German Circulating Library","Comm",1785,NA,NA,1786,NA,0,NA,0,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1130",7130,5221,5857,"PA","Philadelphia","Phillips Circulating Library","Comm",NA,1801,1811,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1131",7131,5220,5870,"PA","Philadelphia","Ann Shallup's Circulating Library","Comm",NA,1809,1820,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1132",7132,5219,5892,"PA","Philadelphia","Wilson's Circulating Library","Comm",1875,NA,1875,NA,1875,300,1875,300,NA,"Philadelphia PA",-75.1652215,39.9525839
"1133",7133,5210,12699,"PA","Philadelphia","George Blake's Circulating Library","Comm",1803,NA,NA,1823,NA,0,NA,0,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1134",7134,5209,12714,"PA","Philadelphia","William Bonnel's Circulating Library","Comm",NA,1795,1817,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1135",7135,5228,12703,"PA","Philadelphia","John McDonald Circulating Library","Comm",NA,1799,1800,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1136",7136,4048,5794,"PA","Philadelphia","German Society of Penn. Library? Die Deutsche Gesellschaft von Penn?","Socl",1817,NA,1884,NA,1850,7341,1875,16000,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1137",7137,4006,5792,"PA","Philadelphia","Rebels and Gents. - Friendship Carpenter's Co.","Sci eng socy",1769,NA,1769,NA,NA,0,NA,0,"Colonial","Philadelphia PA",-75.1652215,39.9525839
"1138",7138,4007,5765,"PA","Philadelphia","Carpenter's Company of Phila","Sci eng socy",1736,NA,1884,NA,1857,1500,1875,3602,"Colonial","Philadelphia PA",-75.1652215,39.9525839
"1139",7139,4008,5749,"PA","Philadelphia","American Entomological Society","Sci eng socy",1859,NA,1884,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1140",7140,4009,5887,"PA","Philadelphia","Wagner Free Institute of Science","Sci eng socy",1847,NA,1884,NA,1856,7000,1875,15000,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1141",7141,4010,5897,"PA","Philadelphia","Zoological Society of Phila","Sci eng socy",1874,NA,1884,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1142",7142,4044,5856,"PA","Philadelphia","Philadelphia Turngemeinde","Law socl",1849,NA,1884,NA,1875,479,1875,479,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1143",7143,4045,5823,"PA","Philadelphia","Die Mossheimische Gesellschaft","Socl",1792,NA,1792,NA,NA,0,NA,0,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1144",7144,7349,30964,"PA","Philadelphia","Grace Church","Church",NA,1850,1850,NA,1850,1000,1850,1000,NA,"Philadelphia PA",-75.1652215,39.9525839
"1145",7145,4047,5798,"PA","Philadelphia","Die Hermann Lit. Gesellschaft","Socl",1836,NA,1848,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1146",7146,4003,5747,"PA","Philadelphia","Academy of natural Science of Phila","Sci eng socy",1812,NA,1884,NA,1833,5000,1875,30000,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1147",7147,7356,5866,"PA","Philadelphia","St. James Church","Church",NA,1814,1814,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1148",7148,7355,5865,"PA","Philadelphia","St. Augustine's Church Library","Church",NA,1844,NA,1844,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1149",7149,7354,95177,"PA","Philadelphia","St. Andrews Church Parish Library","Church",NA,1851,1865,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1150",7150,7353,95176,"PA","Philadelphia","Methodist - Episcopal Church Library","Church",NA,1836,1836,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1151",7151,7352,5775,"PA","Philadelphia","Church of the Holy Apostle Parish Library","Church",1873,NA,1884,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1152",7152,4093,30962,"PA","Philadelphia","? Ward - fire company Library","Fire",NA,1850,1850,NA,1850,800,1850,800,NA,"Philadelphia PA",-75.1652215,39.9525839
"1153",7153,7351,5773,"PA","Philadelphia","Christ Church Library","Church",1697,NA,1875,NA,1697,327,1875,3500,"Colonial","Philadelphia PA",-75.1652215,39.9525839
"1154",7154,6093,12713,"PA","Philadelphia","Univ. of Penn. Rogers Engineering Library","Sci eng coll",NA,1875,1875,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1155",7155,4046,5801,"PA","Philadelphia","Hermann Literatur Gesellschaft","Socl",1841,NA,1875,NA,1848,342,1875,550,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1156",7156,3911,5893,"PA","Philadelphia","Women's Christian Assoc.","Rel socy",1875,NA,1884,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1157",7157,7531,5879,"PA","Philadelphia","U.S. Mint","US Gov",1793,NA,1875,NA,1858,250,1875,900,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1158",7158,3902,5748,"PA","Philadelphia","Am. Baptist Publication","Theo socy",1840,NA,1884,NA,1850,1032,1858,1200,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1159",7159,3903,5751,"PA","Philadelphia","American Sunday School Union","Theo socy",1824,NA,1884,NA,1857,6000,1875,3200,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1160",7160,3904,5755,"PA","Philadelphia","Baptists","Theo socy",1800,NA,1800,NA,NA,0,NA,0,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1161",7161,3905,95087,"PA","Philadelphia","Society for the Advancement of Christianity in Pennsylvania","Rel socy",NA,1823,1823,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1162",7162,3906,5759,"PA","Philadelphia","Board of Missions of Presbyterian Church","Rel socy",1816,NA,1858,NA,NA,0,NA,0,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1163",7163,3907,5766,"PA","Philadelphia","Corth. Library Assoc.","Socy",1836,NA,1836,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1164",7164,3908,5784,"PA","Philadelphia","Episcopal Library and Reading Room","Theo socy",NA,1858,1858,NA,1858,500,1858,500,NA,"Philadelphia PA",-75.1652215,39.9525839
"1165",7165,4005,5750,"PA","Philadelphia","American Philos. Society","Sci eng socy",1743,NA,1951,NA,1833,6000,1875,20000,"Colonial","Philadelphia PA",-75.1652215,39.9525839
"1166",7166,3910,5862,"PA","Philadelphia","Rebels and Gents. Presbyterian Library","Theo socy",NA,NA,NA,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1167",7167,4004,5788,"PA","Philadelphia","Franklin Institute","Sci eng socy",1824,NA,1884,NA,1831,1000,1875,16000,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1168",7168,6723,5839,"PA","Philadelphia","Hospital Medical Library","Hosp",1763,NA,1951,NA,1776,805,1875,12500,"Colonial","Philadelphia PA",-75.1652215,39.9525839
"1169",7169,6724,5850,"PA","Philadelphia","Philadelphia Hospital","Hosp",1805,NA,1884,NA,NA,0,NA,0,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1170",7170,6725,5804,"PA","Philadelphia","Hospital of the Protestant Episcopal Church","Hosp",1865,NA,1875,NA,1875,2849,1875,2849,NA,"Philadelphia PA",-75.1652215,39.9525839
"1171",7171,6726,5772,"PA","Philadelphia","Christ Church Hospital","Hosp",1772,NA,1884,NA,1875,1000,1875,1000,"Colonial","Philadelphia PA",-75.1652215,39.9525839
"1172",7172,6728,30963,"PA","Philadelphia","German Hospital Library","Hosp",1860,NA,1990,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1173",7173,6729,5894,"PA","Philadelphia","Women's Hospital","Hosp",1863,NA,1884,NA,1875,1460,1875,1460,NA,"Philadelphia PA",-75.1652215,39.9525839
"1174",7174,6730,5828,"PA","Philadelphia","Medical Library of the Norther Dispensary of Philadelphia","Hosp",1825,NA,1884,NA,1875,500,1875,500,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1175",7175,7348,95175,"PA","Philadelphia","First Society of Unitarian Christians Library","Church",NA,1822,1822,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1176",7176,3909,5859,"PA","Philadelphia","Presbyterian Board of Publication","Theo socy",1838,NA,1884,NA,1858,1500,1875,3000,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1177",7177,4335,99031,"PA","Philadelphia","Banneker Institute","Lit socy",1854,NA,1871,NA,1860,450,1860,450,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1178",7178,6084,6007,"PA","Philadelphia","College of St. Thomas of Villanova","Coll",1842,NA,1875,NA,1858,2000,1875,3000,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1179",7179,6083,5811,"PA","Philadelphia","LaSalle College","Coll",1868,NA,1884,NA,1870,3650,1875,5000,NA,"Philadelphia PA",-75.1652215,39.9525839
"1180",7180,6082,5776,"PA","Philadelphia","College of Chestnut Hill","Coll",1859,NA,1859,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1181",7181,6081,5867,"PA","Philadelphia","St. Joseph's College","Coll",1851,NA,1875,NA,1870,6000,1875,6000,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1182",7182,6080,12695,"PA","Philadelphia","Eclectic medical college of Philadelphia","Med coll",NA,1868,1875,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1183",7183,6079,12704,"PA","Philadelphia","Medical Dept. of Pennsylvania College Reading Room","Med coll",1839,NA,NA,1861,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1184",7184,6078,12706,"PA","Philadelphia","Pennsylvania College of Dental Surgeons","Med coll",1856,NA,1900,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1185",7185,7350,30965,"PA","Philadelphia","Holy Trinity Church","Church",NA,1860,1862,NA,1860,1500,1860,1500,NA,"Philadelphia PA",-75.1652215,39.9525839
"1186",7186,6076,5847,"PA","Philadelphia","Philadelphia College of Pharmacy","Med coll",1821,NA,1884,NA,1857,1000,1875,2350,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1187",7187,6087,5876,"PA","Philadelphia","Theological Seminary of the Reformed Episc. Church","Theo coll",1875,NA,1875,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1188",7188,4336,5786,"PA","Philadelphia","Florence Literary Institute","Lit socy",NA,1858,1858,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1189",7189,4339,5743,"PA","Philadelphia","Literary and Scientific Institute","Lit socy",1853,NA,1853,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1190",7190,6776,5848,"PA","Philadelphia","Philadelphia County Prison","Prison",1844,NA,1884,NA,1875,800,1875,800,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1191",7191,4368,5813,"PA","Philadelphia","Law Association of Philadelphia","Bar",1802,NA,1884,NA,1833,1400,1875,8500,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1192",7192,6055,5884,"PA","Philadelphia","University of Pennsylvania - Medical Dept.","Med coll",1765,NA,1875,NA,1875,3000,1875,3000,"Colonial","Philadelphia PA",-75.1652215,39.9525839
"1193",7193,6778,5781,"PA","Philadelphia","Eastern State Penitentiary","Prison",1829,NA,1884,NA,1857,2300,1875,8737,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1194",7194,4405,5777,"PA","Philadelphia","College of Physicians of Philadelphia","Med coll",1789,NA,1957,NA,1875,15000,1875,18753,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1195",7195,4406,5807,"PA","Philadelphia","Institute of Mental Hygiene Medical Library","Med socy",1841,NA,1841,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1196",7196,6077,5800,"PA","Philadelphia","Hahnemann Medical College and Hospital","Med coll",1850,NA,1884,NA,1875,2000,1875,2000,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1197",7197,4285,5853,"PA","Philadelphia","Merchants' Exchange","Trade",NA,1843,1843,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1198",7198,7347,99029,"PA","Philadelphia","Spruce Ward - Baptist (Colored) Church","Church",NA,1860,1860,NA,1860,200,1860,200,NA,"Philadelphia PA",-75.1652215,39.9525839
"1199",7199,7346,99030,"PA","Philadelphia","24th Ward Church - Baptist (colored) Church","Church",NA,1860,1860,NA,1860,200,1860,200,NA,"Philadelphia PA",-75.1652215,39.9525839
"1200",7200,7345,95174,"PA","Philadelphia","Deutsche Freie Gemeinde Library","Church",NA,1874,1874,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1201",7201,7344,30961,"PA","Philadelphia","Calvary Church","Church",NA,1860,1860,NA,1860,1000,1860,1000,NA,"Philadelphia PA",-75.1652215,39.9525839
"1202",7202,7343,30971,"PA","Philadelphia","St. Patrick's Church","Church",NA,1860,1860,NA,1860,1500,1860,1500,NA,"Philadelphia PA",-75.1652215,39.9525839
"1203",7203,7342,30970,"PA","Philadelphia","St. Marks Church","Church",NA,1860,1860,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1204",7204,7341,5570,"PA","Philadelphia","Church House - Diocesan Library","Church",1865,NA,1865,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1205",7205,7340,42091,"PA","Philadelphia","Parochial Library for St. Peter's Church","Church",1761,NA,1761,NA,NA,0,NA,0,"Colonial","Philadelphia PA",-75.1652215,39.9525839
"1206",7206,6085,5883,"PA","Philadelphia","University of Pennsylvania Law Dept.","Law coll",1850,NA,1875,NA,1875,250,1875,250,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1207",7207,4284,5852,"PA","Philadelphia","Philadelphia Maritime Exchange","Trade",1875,NA,1884,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1208",7208,6086,5882,"PA","Philadelphia","University of Pennsylvania","Coll",1755,NA,1884,NA,1845,5000,1875,20000,"Colonial","Philadelphia PA",-75.1652215,39.9525839
"1209",7209,6094,12707,"PA","Philadelphia","Penn. Medical university Library and Reading Room","Med coll",1853,NA,1879,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1210",7210,4646,5838,"PA","Philadelphia","Pennsylvania Horicultural Society","Agri socl",1827,NA,1884,NA,1857,1050,1875,800,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1211",7211,6092,30966,"PA","Philadelphia","Lutheran Theological Seminary","Theo coll",1864,NA,1990,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1212",7212,6091,5849,"PA","Philadelphia","Philadelphia Divinity School","Theo coll",1865,NA,1884,NA,1870,6000,1875,6578,NA,"Philadelphia PA",-75.1652215,39.9525839
"1213",7213,6090,5780,"PA","Philadelphia","Divinity School of the Protestant Episc. Church","Theo coll",1857,NA,1862,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1214",7214,6089,5855,"PA","Philadelphia","Theological Seminary St. Charles of Borromeo","Theo coll",1832,NA,1884,NA,1870,10000,1875,9500,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1215",7215,6088,5875,"PA","Philadelphia","Theological Seminary","Theo coll",1864,NA,1884,NA,1870,1800,1875,3500,NA,"Philadelphia PA",-75.1652215,39.9525839
"1216",7216,4407,5820,"PA","Philadelphia","Philadelphia Medical Society","Med socy",NA,1833,1833,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1217",7217,4283,5760,"PA","Philadelphia","Board of Trade","Trade",1833,NA,1884,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1218",7218,6938,5830,"PA","Philadelphia","Northern Home and Associated Soldiers' Orphan's Institute","Asylum",1868,NA,1875,NA,1875,2400,1875,2400,NA,"Philadelphia PA",-75.1652215,39.9525839
"1219",7219,6929,5841,"PA","Philadelphia","Pennsylvania Institution for the Instruction of the Blind","Asylum",1831,NA,1831,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1220",7220,6928,95189,"PA","Philadelphia","Philadelphia Soldiers' Home","Asylum",NA,1867,1867,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1221",7221,7077,5891,"PA","Philadelphia","White Dental Manufacturing Company Library","Mill",1844,NA,1942,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1222",7222,6927,5805,"PA","Philadelphia","House of Refuge (Colored)","Asylum",1850,NA,1875,NA,1875,1450,1875,1450,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1223",7223,6932,5880,"PA","Philadelphia","U.S. Naval Home","Asylum",1834,NA,1834,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1224",7224,6933,5840,"PA","Philadelphia","Pennsylvania Hospital for the Insane","Asylum",1841,NA,1884,NA,1857,3800,1875,4703,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1225",7225,6935,5806,"PA","Philadelphia","House of Refuge (white)","Asylum",1826,NA,1875,NA,1875,950,1875,950,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1226",7226,6937,5829,"PA","Philadelphia","Northern Home","Asylum",1853,NA,1884,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1227",7227,6939,5831,"PA","Philadelphia","Northern Home for Friendless Children","Asylum",1875,NA,1875,NA,1875,400,1875,400,NA,"Philadelphia PA",-75.1652215,39.9525839
"1228",7228,6940,5872,"PA","Philadelphia","Soldier's Orphas' School","Asylum",1866,NA,1875,NA,1875,2000,1875,2000,NA,"Philadelphia PA",-75.1652215,39.9525839
"1229",7229,7102,30967,"PA","Philadelphia","Morgan, Lewis and Bockius Library","Bus law",1873,NA,1990,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1230",7230,6926,5803,"PA","Philadelphia","Home for Destitute Colored Children","Asylum",1860,NA,1875,NA,1875,375,1875,375,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1231",7231,7124,12701,"PA","Philadelphia","Irving's Reading Room","Read room",NA,1836,1836,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1232",7232,6958,5819,"PA","Philadelphia","Magdalen Society","Asylum",1810,NA,1811,NA,NA,0,NA,0,"Early National","Philadelphia PA",-75.1652215,39.9525839
"1233",7233,6936,5826,"PA","Philadelphia","Naval Asylum","Asylum",1858,NA,1884,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1234",7234,6952,5843,"PA","Philadelphia","Philadelphia Almshouse","Asylum",NA,1831,1875,NA,1875,3000,1875,3000,NA,"Philadelphia PA",-75.1652215,39.9525839
"1235",7235,6955,5763,"PA","Philadelphia","Burd Orphan Asylum","Asylum",1862,NA,1884,NA,1875,4350,1875,4350,NA,"Philadelphia PA",-75.1652215,39.9525839
"1236",7236,6956,5790,"PA","Philadelphia","Friends Asylum for the Insane","Asylum",NA,1858,1875,NA,1875,550,1875,550,NA,"Philadelphia PA",-75.1652215,39.9525839
"1237",7237,7165,5844,"PA","Philadelphia","Philadelphia Bank, Chestnut Business Library ?","Bus coll",NA,1811,1811,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1238",7238,6957,5818,"PA","Philadelphia","Lincoln Institute","Asylum",1866,NA,1875,NA,1875,1200,1875,1200,NA,"Philadelphia PA",-75.1652215,39.9525839
"1239",7239,6959,5842,"PA","Philadelphia","Pennsylvania Seamen's Friend Society","Asylum",1846,NA,1858,NA,NA,0,NA,0,"Antebellum","Philadelphia PA",-75.1652215,39.9525839
"1240",7240,6960,5861,"PA","Philadelphia","Presbyterian Home for Windows and Sinfle? Women","Asylum",1875,NA,1884,NA,NA,0,NA,0,NA,"Philadelphia PA",-75.1652215,39.9525839
"1241",7241,5218,5888,"PA","Philadelphia?","Washington Library","Comm",NA,1829,1829,NA,NA,0,NA,0,NA,"Philadelphia? PA",-75.1652215,39.9525839
"1242",7242,1546,5810,"PA","Philadephia","Kensington Institute","Socl",1853,NA,1884,NA,NA,0,NA,0,"Antebellum","Philadephia PA",-75.1652215,39.9525839
"1243",7243,1562,5898,"PA","Philipsburg","Library Assoc.","Socl",1870,NA,1884,NA,1875,550,1875,550,NA,"Philipsburg PA",-78.2205688,40.8964465
"1244",7244,6941,5899,"PA","Philipsburg","Soldiers' Orphan School","Asylum",1866,NA,1875,NA,1875,420,1875,420,NA,"Philipsburg PA",-78.2205688,40.8964465
"1245",7245,2695,5900,"PA","Phoenixville","Catholic Literary Assoc.","Theo socy",1860,NA,1875,NA,1875,500,1875,500,"Antebellum","Phoenixville PA",-75.5149128,40.1303822
"1246",7246,479,5902,"PA","Phoenixville","Young Men's Literary Union","YMA",1857,NA,NA,1896,1875,1242,1875,1242,"Antebellum","Phoenixville PA",-75.5149128,40.1303822
"1247",7247,7890,5903,"PA","Pittsburgh","Allegheny County Law Library","Co law",1867,NA,1884,NA,1875,1000,1875,1000,NA,"Pittsburgh PA",-79.9958864,40.4406248
"1248",7248,3622,5927,"PA","Pittsburgh","YMCA","YMCA",1871,NA,1884,NA,1875,1800,1875,1800,NA,"Pittsburgh PA",-79.9958864,40.4406248
"1249",7249,1565,5918,"PA","Pittsburgh","Pittsburgh Permanent Liby Co.","Socl",1814,NA,1815,NA,1815,2000,1815,2000,"Early National","Pittsburgh PA",-79.9958864,40.4406248
"1250",7250,2696,5905,"PA","Pittsburgh","Catholic Library","Rel socl",1868,NA,1884,NA,NA,0,NA,0,NA,"Pittsburgh PA",-79.9958864,40.4406248
"1251",7251,3495,5908,"PA","Pittsburgh","German Library Assoc.","For lang socy",1851,NA,1875,NA,1858,1600,1875,4600,"Antebellum","Pittsburgh PA",-79.9958864,40.4406248
"1252",7252,3038,5910,"PA","Pittsburgh","Pittsburgh Apprentices' Library","Appren",1825,NA,1827,NA,NA,0,NA,0,"Early National","Pittsburgh PA",-79.9958864,40.4406248
"1253",7253,3250,5928,"PA","Pittsburgh","Young Men's Mercantile Library and Mechanics Institute","Merc",1847,NA,1875,NA,1848,600,1875,13012,"Antebellum","Pittsburgh PA",-79.9958864,40.4406248
"1254",7254,3780,5917,"PA","Pittsburgh","Pittsburgh Instit. Of Arts and Sci","Socy",1838,NA,1838,NA,NA,0,NA,0,"Antebellum","Pittsburgh PA",-79.9958864,40.4406248
"1255",7255,1564,5911,"PA","Pittsburgh","Library Assoc.","Socl",1851,NA,1884,NA,NA,0,NA,0,"Antebellum","Pittsburgh PA",-79.9958864,40.4406248
"1256",7256,5503,5923,"PA","Pittsburgh","Western University - Irving Society","Coll socy",1862,NA,1875,NA,1875,350,1875,350,NA,"Pittsburgh PA",-79.9958864,40.4406248
"1257",7257,5502,5924,"PA","Pittsburgh","Western University of P.A. - Philomathean Society","Coll socy",1864,NA,1875,NA,1875,346,1875,346,NA,"Pittsburgh PA",-79.9958864,40.4406248
"1258",7258,5501,5925,"PA","Pittsburgh","Western University of P.A.  - Student Society Library","Coll socy",NA,1837,1837,NA,1837,600,1837,600,NA,"Pittsburgh PA",-79.9958864,40.4406248
"1259",7259,3251,5914,"PA","Pittsburgh","Young Men's Merc. Library Assoc.","Merc",1835,NA,NA,1847,NA,0,NA,0,"Antebellum","Pittsburgh PA",-79.9958864,40.4406248
"1260",7260,3621,5926,"PA","Pittsburgh","YMCA","YMCA",1854,NA,1858,NA,1857,400,1857,400,"Antebellum","Pittsburgh PA",-79.9958864,40.4406248
"1261",7261,5216,5909,"PA","Pittsburgh","John Gilkison Circulating Library","Comm",1798,NA,1834,NA,NA,0,NA,0,"Early National","Pittsburgh PA",-79.9958864,40.4406248
"1262",7262,6098,5920,"PA","Pittsburgh","St. Michael's Theological Seminary","Theo coll",1847,NA,1875,NA,1870,4000,1875,3500,"Antebellum","Pittsburgh PA",-79.9958864,40.4406248
"1263",7263,4011,12717,"PA","Pittsburgh","The Mechanical Society","Sci eng socy",1788,NA,1788,NA,NA,0,NA,0,"Early National","Pittsburgh PA",-79.9958864,40.4406248
"1264",7264,4043,5906,"PA","Pittsburgh","Central Turner Association Library","Socl",1871,NA,1884,NA,1875,500,1875,500,NA,"Pittsburgh PA",-79.9958864,40.4406248
"1265",7265,6097,5916,"PA","Pittsburgh","Pittsburgh Female College","Coll",1870,NA,1990,NA,1870,600,1870,600,NA,"Pittsburgh PA",-79.9958864,40.4406248
"1266",7266,6096,5922,"PA","Pittsburgh","Western University of Penn.","Coll",1819,NA,1875,NA,1857,684,1875,6000,"Early National","Pittsburgh PA",-79.9958864,40.4406248
"1267",7267,6095,5921,"PA","Pittsburgh","Theological Seminary","Theo coll",1828,NA,1858,NA,1850,1500,1858,1500,"Early National","Pittsburgh PA",-79.9958864,40.4406248
"1268",7268,7357,30974,"PA","Pittsburgh","Roman Catholic Church","Church",NA,1850,1850,NA,NA,0,NA,0,NA,"Pittsburgh PA",-79.9958864,40.4406248
"1269",7269,7358,30975,"PA","Pittsburgh","Roman Catholic Church","Church",NA,1860,1860,NA,NA,0,NA,0,NA,"Pittsburgh PA",-79.9958864,40.4406248
"1270",7270,6727,12718,"PA","Pittsburgh","Mercy Hospital Staff Library","Hosp",1847,NA,1957,NA,NA,0,NA,0,"Antebellum","Pittsburgh PA",-79.9958864,40.4406248
"1271",7271,7125,5913,"PA","Pittsburgh","Anderson Reading Room","Read room",1833,NA,1833,NA,NA,0,NA,0,"Antebellum","Pittsburgh PA",-79.9958864,40.4406248
"1272",7272,4013,5919,"PA","Pittsburgh","Pittsburgh Philosphical Society","Sci eng socy",NA,1817,1817,NA,NA,0,NA,0,NA,"Pittsburgh PA",-79.9958864,40.4406248
"1273",7273,4334,99036,"PA","Pittsburgh","Young men's Literary and Moral Reform Society of the city of Pittsburgh and Vicinity","Lit socy",1837,NA,1837,NA,NA,0,NA,0,"Antebellum","Pittsburgh PA",-79.9958864,40.4406248
"1274",7274,4012,5915,"PA","Pittsburgh","Pittsubrgh Chemical and Physiological Society","Sci eng socy",1813,NA,1815,NA,NA,0,NA,0,"Early National","Pittsburgh PA",-79.9958864,40.4406248
