Name,Organization,Year Elected
William Patterson,American Philosophical Society,1798
Giambattista Scandella,American Philosophical Society,1798
Franz A. von Zach,American Philosophical Society,1798
William Boys,American Philosophical Society,1799
Joseph Clay,American Philosophical Society,1799
John R. Coxe,American Philosophical Society,1799
Samuel Elam,American Philosophical Society,1799
Benjamin H. Latrobe,American Philosophical Society,1799
William Maclure,American Philosophical Society,1799
Thomas P. Smith,American Philosophical Society,1799
Justus E. Bollmann,American Philosophical Society,1800
Samuel Brown,American Philosophical Society,1800
William Dunbar,American Philosophical Society,1800
Sir Robert Liston,American Philosophical Society,1800
Samuel Miller,American Philosophical Society,1800
Pierre S. du Pont de Nemours,American Philosophical Society,1800
John R. Smith,American Philosophical Society,1800
Francis Blanchet,American Philosophical Society,1801
Samuel Falberg,American Philosophical Society,1801
Jose J. de Ferrer,American Philosophical Society,1801
Thomas T. Hewson,American Philosophical Society,1801
William Jones,American Philosophical Society,1801
Robert R. Livingston,American Philosophical Society,1801
Gustav Paykull,American Philosophical Society,1801
Fran Peyrolon,American Philosophical Society,1801
Alexander Ramirez,American Philosophical Society,1801
William Barnwell,American Philosophical Society,1802
John Church,American Philosophical Society,1802
Thomas Cooper,American Philosophical Society,1802
Valentin de Foronda,American Philosophical Society,1802
John Garnett,American Philosophical Society,1802
Marquis de C.M. Martinez Casa Irujo,American Philosophical Society,1802
William S. Jacobs,American Philosophical Society,1802
Philippe R. Roume de St. Laurent,American Philosophical Society,1802
Phillippe J. Letsom,American Philosophical Society,1802
James Mease,American Philosophical Society,1802
Peter B. Olsen,American Philosophical Society,1802
Philip S. Physick,American Philosophical Society,1802
Jarvis Roebuck,American Philosophical Society,1802
William Roxburgh,American Philosophical Society,1802
Benjamin Dearborn,American Philosophical Society,1803
Jean B.J. Delambre,American Philosophical Society,1803
Robert Gilmore,American Philosophical Society,1803
Robert Hare,American Philosophical Society,1803
Meriwether Lewis,American Philosophical Society,1803
Dan Melanderhjelm,American Philosophical Society,1803
Francis Nichols,American Philosophical Society,1803
Eric Prosperin,American Philosophical Society,1803
David Ramsay,American Philosophical Society,1803
Benjamin Thompson,American Philosophical Society,1803
Pedro Caevallos,American Philosophical Society,1804
Antonio J. Cavanilles,American Philosophical Society,1804
Zaccheus Collins,American Philosophical Society,1804
Joshua Gilpin,American Philosophical Society,1804
Prince Manuel Godoy,American Philosophical Society,1804
Baron von F.H. Alexander Humboldt,American Philosophical Society,1804
David Humphreys,American Philosophical Society,1804
Edward Jenner,American Philosophical Society,1804
William Short,American Philosophical Society,1804
Sam Webber,American Philosophical Society,1804
Joseph Willard,American Philosophical Society,1804
William Hawes,American Philosophical Society,1805
William Jones,American Philosophical Society,1805
Edward Miller,American Philosophical Society,1805
Samuel Moore,American Philosophical Society,1805
John Prince,American Philosophical Society,1805
Benjamin Silliman,American Philosophical Society,1805
Charles Smith,American Philosophical Society,1805
William Tilghman,American Philosophical Society,1805
F.A. Vanderkemp,American Philosophical Society,1805
Bushrod Washington,American Philosophical Society,1805
Adrien G. Camper,American Philosophical Society,1806
Joseph Cloud,American Philosophical Society,1806
Samuel F. Conover,American Philosophical Society,1806
William Dubourg,American Philosophical Society,1806
John Maclean,American Philosophical Society,1806
Martinus van Martius,American Philosophical Society,1806
Joseph Sansom,American Philosophical Society,1806
Francisco de Borja Garcao Stockler,American Philosophical Society,1806
Olof Swartz,American Philosophical Society,1806
Comte Antoine L.C. Desturr de Tracy,American Philosophical Society,1806
Samuel B. Wylie,American Philosophical Society,1806
Archibald Bruce,American Philosophical Society,1807
Nathaniel Chapman,American Philosophical Society,1807
Mahlon Dickerson,American Philosophical Society,1807
John E. Forstroem,American Philosophical Society,1807
James Gibson,American Philosophical Society,1807
Ferd R. Hassler,American Philosophical Society,1807
George Izard,American Philosophical Society,1807
John McDowell,American Philosophical Society,1807
Ir _ e Du Pont,American Philosophical Society,1807
Comte de Charles P. Lasteyrie du Saillant,American Philosophical Society,1807
Horace Binney,American Philosophical Society,1808
Edward Penington,American Philosophical Society,1808
William Staughton,American Philosophical Society,1808
Joel Barlow,American Philosophical Society,1809
Nathaniel Bowditch,American Philosophical Society,1809
Ross Cuthbert,American Philosophical Society,1809
George William Featherstonhaugh,American Philosophical Society,1809
Robert Fulton,American Philosophical Society,1809
Silvain Godon,American Philosophical Society,1809
Francois A. Michaux,American Philosophical Society,1809
Thomas Moore,American Philosophical Society,1809
Robert M. Patterson,American Philosophical Society,1809
David B. Warden,American Philosophical Society,1809
James Winthrop,American Philosophical Society,1809
J.H. Brinton,American Philosophical Society,1810
Humphry Davy,American Philosophical Society,1810
George Gibbs,American Philosophical Society,1810
John Haighton,American Philosophical Society,1810
David Hosack,American Philosophical Society,1810
William Johnson,American Philosophical Society,1810
William Bentley,American Philosophical Society,1811
John Davis,American Philosophical Society,1811
John M. Good,American Philosophical Society,1811
Louis N. Vanquelin,American Philosophical Society,1811
Charles J. Wister,American Philosophical Society,1811
Robert Adrain,American Philosophical Society,1812
Benjamin Allen,American Philosophical Society,1812
Jose F. Correa da Serra,American Philosophical Society,1812
Robert Walsh,American Philosophical Society,1812
W.P.C. Barton,American Philosophical Society,1813
Nicholas Biddle,American Philosophical Society,1813
Charles Chauncey,American Philosophical Society,1813
Constant Dumeril,American Philosophical Society,1813
Reuben Haines,American Philosophical Society,1813
William Hembel,American Philosophical Society,1813
William T. Meredith,American Philosophical Society,1813
Benjamin R. Morgan,American Philosophical Society,1813
George Pollock,American Philosophical Society,1813
Anders J. Retzius,American Philosophical Society,1813
John Sergeant,American Philosophical Society,1813
Alexander Wilson,American Philosophical Society,1813
Nathaniel Stout Allison,American Philosophical Society,1814
Frederick Beasley,American Philosophical Society,1814
John G. Biddle,American Philosophical Society,1814
De Witt Clinton,American Philosophical Society,1814
James Cutbush,American Philosophical Society,1814
John S. Dorsey,American Philosophical Society,1814
Thomas Gilpin,American Philosophical Society,1814
John Gummere,American Philosophical Society,1814
John E. Hall,American Philosophical Society,1814
Joseph G. Swift,American Philosophical Society,1814
James P. Wilson,American Philosophical Society,1814
Samuel Colhoun,American Philosophical Society,1815
James Gray,American Philosophical Society,1815
Charles W. Hare,American Philosophical Society,1815
Joseph Hartshorne,American Philosophical Society,1815
Joseph Hopkinson,American Philosophical Society,1815
Charles J. Ingersoll,American Philosophical Society,1815
Joseph P. Norris,American Philosophical Society,1815
Joseph Parrish,American Philosophical Society,1815
John M. Scott,American Philosophical Society,1815
Carlo Botta,American Philosophical Society,1816
Abiel Holmes,American Philosophical Society,1816
Jared Mansfield,American Philosophical Society,1816
Joseph Reed,American Philosophical Society,1816
Isaiah Thomas,American Philosophical Society,1816
Gerard Troost,American Philosophical Society,1816
Joseph P.F. Deleuze,American Philosophical Society,1817
Johann P. Frank,American Philosophical Society,1817
William Gaston,American Philosophical Society,1817
Jos. von Hammer-Purgstall,American Philosophical Society,1817
Charles A. Lesueur,American Philosophical Society,1817
William Meade,American Philosophical Society,1817
Charles F. Mercer,American Philosophical Society,1817
Jean C. de la Metherie,American Philosophical Society,1817
Eugenius Nulty,American Philosophical Society,1817
Thomas Nuttall,American Philosophical Society,1817
George Ord,American Philosophical Society,1817
John C. Otto,American Philosophical Society,1817
Richard Rush,American Philosophical Society,1817
Thomas Say,American Philosophical Society,1817
Lewis Schweinitz,American Philosophical Society,1817
Joseph von Sonnenfels,American Philosophical Society,1817
Henry Steinhauer,American Philosophical Society,1817
Edward Troughton,American Philosophical Society,1817
Johann S. Vater,American Philosophical Society,1817
John Q. Adams,American Philosophical Society,1818
Friedrich Adelung,American Philosophical Society,1818
Jacob Bigelow,American Philosophical Society,1818
Parker Cleaveland,American Philosophical Society,1818
Daniel Drake,American Philosophical Society,1818
Nicholas Fuss,American Philosophical Society,1818
Paul Jackson,American Philosophical Society,1818
Josiah Meigs,American Philosophical Society,1818
Noel de la Moriniere,American Philosophical Society,1818
Joseph Swain,American Philosophical Society,1818
Gotthilf Fischer Von Waldheim,American Philosophical Society,1818
John C. Warren,American Philosophical Society,1818
Johann A. Albers,American Philosophical Society,1819
Henri M. Ducrotay de Blainville,American Philosophical Society,1819
Alexandre Brongniart,American Philosophical Society,1819
Redmond Conyngham,American Philosophical Society,1819
Anselme G. Desmarest,American Philosophical Society,1819
William P. Dewees,American Philosophical Society,1819
John Eberle,American Philosophical Society,1819
Stephan Elliot,American Philosophical Society,1819
L.H. Girardin,American Philosophical Society,1819
William E. Horner,American Philosophical Society,1819
Louis M. Langles,American Philosophical Society,1819
Comte de Jean D. Lanjuinais,American Philosophical Society,1819
Pierre A. Latreille,American Philosophical Society,1819
John Murray,American Philosophical Society,1819
Jacob Perkins,American Philosophical Society,1819
Fred C. Schaeffer,American Philosophical Society,1819
Guillaume T. Tilesius,American Philosophical Society,1819
Roberts Vaux,American Philosophical Society,1819
Franklin Bache,American Philosophical Society,1820
John J. Berzelius,American Philosophical Society,1820
J.A. Borgnis,American Philosophical Society,1820
William Gibson,American Philosophical Society,1820
Baron von Joseph Hormayr,American Philosophical Society,1820
Samuel F. Jarvis,American Philosophical Society,1820
Matthew Lesseps,American Philosophical Society,1820
Isaiah Lukens,American Philosophical Society,1820
William Marsden,American Philosophical Society,1820
Jacques P. Merigon de Montgery,American Philosophical Society,1820
John Pickering,American Philosophical Society,1820
William Strickland,American Philosophical Society,1820
Peter Afzelius,American Philosophical Society,1821
Clement C. Biddle,American Philosophical Society,1821
Elisha De Butts,American Philosophical Society,1821
Mathew Carey,American Philosophical Society,1821
Langdon Cheves,American Philosophical Society,1821
John B. Gibson,American Philosophical Society,1821
Levitt Harris,American Philosophical Society,1821
George A. Otis,American Philosophical Society,1821
Count Gustavus Wetterstedt,American Philosophical Society,1821
James Workman,American Philosophical Society,1821
Sir James Wylie,American Philosophical Society,1821
Solomon W. Conrad,American Philosophical Society,1822
Jose B. de Andrada e Silva,American Philosophical Society,1822
Richard Harlan,American Philosophical Society,1822
Baron von Wilhelm Humboldt,American Philosophical Society,1822
William H. Keating,American Philosophical Society,1822
Zacharias Nordmark,American Philosophical Society,1822
Samuel Parkes,American Philosophical Society,1822
Peder Pedersen,American Philosophical Society,1822
Peter Poletica,American Philosophical Society,1822
Condy Raguet,American Philosophical Society,1822
Gottlob E. Schultze,American Philosophical Society,1822
Jons Svanberg,American Philosophical Society,1822
Lardner Vanuxem,American Philosophical Society,1822
Joseph Bonaparte,American Philosophical Society,1823
Lucien Bonaparte,American Philosophical Society,1823
Benjamin H. Coates,American Philosophical Society,1823
William B. Collyer,American Philosophical Society,1823
James F. Cooper,American Philosophical Society,1823
William Darlington,American Philosophical Society,1823
Gaspard Deabbate,American Philosophical Society,1823
Jean M. Duponceau,American Philosophical Society,1823
Samuel Jackson,American Philosophical Society,1823
Jason O'B Lawrence,American Philosophical Society,1823
Sir William Lawrence,American Philosophical Society,1823
Stephen H. Long,American Philosophical Society,1823
Paul de Lovenorn,American Philosophical Society,1823
William J. Macneven,American Philosophical Society,1823
Baron Charles E Coquebert de Mountbret,American Philosophical Society,1823
John Plitt,American Philosophical Society,1823
Heinrich C. Schumacher,American Philosophical Society,1823
Count de Joseph B. Survilliers,American Philosophical Society,1823
Nathaniel A. Ware,American Philosophical Society,1823
Charles Lucien Bonaparte,American Philosophical Society,1824
Heinrich J. Klaproth,American Philosophical Society,1824
Ivan Krusenstern,American Philosophical Society,1824
Severin Lorich,American Philosophical Society,1824
Joseph B. McKean,American Philosophical Society,1824
Alexander Pearson,American Philosophical Society,1824
Henry Seybert,American Philosophical Society,1824
Moses Stuart,American Philosophical Society,1824
Conrad J. Temminck,American Philosophical Society,1824
Charles N. Bancker,American Philosophical Society,1825
John J. Bigsby,American Philosophical Society,1825
Thomas Cadwalader,American Philosophical Society,1825
Comte de Andre F. Miot,American Philosophical Society,1825
Pierre J.M. Flourens,American Philosophical Society,1825
John D. Godman,American Philosophical Society,1825
Joseph R. Ingersoll,American Philosophical Society,1825
John K. Kane,American Philosophical Society,1825
Count John Laval,American Philosophical Society,1825
Jos_ da Silva Lisboa,American Philosophical Society,1825
Edward Livingston,American Philosophical Society,1825
Comte Francois P. Real,American Philosophical Society,1825
Count Nicholas Rumiantzov,American Philosophical Society,1825
Philip Tidyman,American Philosophical Society,1825
Lewis Cass,American Philosophical Society,1826
Samuel Humphreys,American Philosophical Society,1826
"Jakob, Grefve Graberg af Hemso",American Philosophical Society,1826
Pablo de la Llave,American Philosophical Society,1826
William McIlvaine,American Philosophical Society,1826
Charles D. Meigs,American Philosophical Society,1826
William Schaler,American Philosophical Society,1826
William Shaler,American Philosophical Society,1826
Henri C.G. de Struve,American Philosophical Society,1826
John L. Tiarks,American Philosophical Society,1826
James Brown,American Philosophical Society,1827
Marcus Bull,American Philosophical Society,1827
John W. Dalman,American Philosophical Society,1827
George Emlen,American Philosophical Society,1827
Joachim P.C. Giraldez,American Philosophical Society,1827
John K. Mitchell,American Philosophical Society,1827
Joel R. Poinsett,American Philosophical Society,1827
Rene La Roche,American Philosophical Society,1827
James Rush,American Philosophical Society,1827
Charles Tait,American Philosophical Society,1827
Honore Torombert,American Philosophical Society,1827
Noah Webster,American Philosophical Society,1827
John P. Wetherill,American Philosophical Society,1827
Giovanni M. Zecchinelli,American Philosophical Society,1827
Samuel Betton,American Philosophical Society,1828
Jose M. Bustamante,American Philosophical Society,1828
Jose M. Dantas,American Philosophical Society,1828
Robert E. Griffith,American Philosophical Society,1828
Thomas Harris,American Philosophical Society,1828
Henry J. Anderson,American Philosophical Society,1828
Isaac Lea,American Philosophical Society,1828
Samuel G. Morton,American Philosophical Society,1828
Charles Pickering,American Philosophical Society,1828
James Renwick,American Philosophical Society,1828
Jose M. Salazar,American Philosophical Society,1828
George Ticknor,American Philosophical Society,1828
Joseph N.B.V. Abrahamson,American Philosophical Society,1829
Alexander D. Bache,American Philosophical Society,1829
Thomas Biddle,American Philosophical Society,1829
Thomas Horsfield,American Philosophical Society,1829
Washington Irving,American Philosophical Society,1829
Edme F. Jomard,American Philosophical Society,1829
James Kent,American Philosophical Society,1829
William H. De Lancey,American Philosophical Society,1829
Baron Jean G. Hyde de Neuville,American Philosophical Society,1829
Philip H. Nicklin,American Philosophical Society,1829
Hans C. Oersted,American Philosophical Society,1829
Charles Pougens,American Philosophical Society,1829
Francisco de Paula Quadrada,American Philosophical Society,1829
Josiah Quincy,American Philosophical Society,1829
Carls C. Rafn,American Philosophical Society,1829
Rasmus C. Rask,American Philosophical Society,1829
Joseph Roberts,American Philosophical Society,1829
Daniel B. Smith,American Philosophical Society,1829
Henry S. Tanner,American Philosophical Society,1829
Henry Wheaton,American Philosophical Society,1829
George B. Wood,American Philosophical Society,1829
Isaac Hays,American Philosophical Society,1830
William B. Hodgson,American Philosophical Society,1830
Marc A. Jullien,American Philosophical Society,1830
John Marshall,American Philosophical Society,1830
Lorenzo Martini,American Philosophical Society,1830
Thomas McEuen,American Philosophical Society,1830
Friederich Munter,American Philosophical Society,1830
Jean P.A. Remusat,American Philosophical Society,1830
Andres del Rio,American Philosophical Society,1830
Duke Karl Bernhard Saxe-Weimar,American Philosophical Society,1830
Jonathan Sewell,American Philosophical Society,1830
William Vaughan,American Philosophical Society,1830
Jules de Wallenstein,American Philosophical Society,1830
Thomas I. Wharton,American Philosophical Society,1830
William Yarrel,American Philosophical Society,1830
John J. Audubon,American Philosophical Society,1831
Hartman Bache,American Philosophical Society,1831
Conte Prospero Balbo,American Philosophical Society,1831
Giacinto Carena,American Philosophical Society,1831
Alexander Hill Everett,American Philosophical Society,1831
Edward Everett,American Philosophical Society,1831
Francisco A. Gonzoles,American Philosophical Society,1831
Thomas P. Jones,American Philosophical Society,1831
Baron Dominique J. Larrey,American Philosophical Society,1831
Louis-Philippe d'Orlians,American Philosophical Society,1831
Louis McLane,American Philosophical Society,1831
Martin F. Navarette,American Philosophical Society,1831
William C. Rives,American Philosophical Society,1831
Henry Vethake,American Philosophical Society,1831
J.J. Abert,American Philosophical Society,1832
Frederick Augustus,American Philosophical Society,1832
John Bell,American Philosophical Society,1832
Steen Bille,American Philosophical Society,1832
Ebbe S. Bring,American Philosophical Society,1832
Julius T. Ducatel,American Philosophical Society,1832
Robley Dunglinson,American Philosophical Society,1832
Henry D. Gilpin,American Philosophical Society,1832
Hugh L. Hodge,American Philosophical Society,1832
John P. Hopkinson,American Philosophical Society,1832
Theodor Q. Lorin,American Philosophical Society,1832
Juan J. Martinez,American Philosophical Society,1832
Thomas Sergeant,American Philosophical Society,1832
Matthias W. Baldwin,American Philosophical Society,1833
Ilya Bujalsky,American Philosophical Society,1833
Marmaduke Burrough,American Philosophical Society,1833
Henry C. Carey,American Philosophical Society,1833
Gouverneur Emerson,American Philosophical Society,1833
Joshua Francis Fisher,American Philosophical Society,1833
Edwin James,American Philosophical Society,1833
Jean Labouderie,American Philosophical Society,1833
Samuel V. Merrick,American Philosophical Society,1833
Charles Nagy,American Philosophical Society,1833
Franklin Peale,American Philosophical Society,1833
Titan R. Peale,American Philosophical Society,1833
Jacob Randolph,American Philosophical Society,1833
Moncure Robinson,American Philosophical Society,1833
Visconde Manuel F. de Barros e Sousa Santarem,American Philosophical Society,1833
Henry R. Schoolcraft,American Philosophical Society,1833
Henry J. Williams,American Philosophical Society,1833
Charles A. Agardh,American Philosophical Society,1835
John Brockenbrough,American Philosophical Society,1835
D. Francis Condie,American Philosophical Society,1835
Edward H. Courtenay,American Philosophical Society,1835
William Drayton,American Philosophical Society,1835
James P. Espy,American Philosophical Society,1835
Joseph Henry,American Philosophical Society,1835
Henry D. Rogers,American Philosophical Society,1835
William B. Rogers,American Philosophical Society,1835
Charles W. Short,American Philosophical Society,1835
Thomas Sully,American Philosophical Society,1835
John Torrey,American Philosophical Society,1835
John Wickham,American Philosophical Society,1835
Nicholas Carlisle,American Philosophical Society,1836
Nathan Dunn,American Philosophical Society,1836
Mariano Galvez,American Philosophical Society,1836
John Griscom,American Philosophical Society,1836
Karl C. von Leonhard,American Philosophical Society,1836
J.J. Da Costa Macedo,American Philosophical Society,1836
Domenico C. Morelli,American Philosophical Society,1836
Manuel Naxera,American Philosophical Society,1836
Granville Penn,American Philosophical Society,1836
Caspar G.C. Reomwardt,American Philosophical Society,1836
Jean B.G. Roux de Rochelle,American Philosophical Society,1836
Joseph G. Totten,American Philosophical Society,1836
Edward Turner,American Philosophical Society,1836
Job R. Tyson,American Philosophical Society,1836
George Campbell,American Philosophical Society,1837
John G. Crosse,American Philosophical Society,1837
Thomas Dunlap,American Philosophical Society,1837
William Jenks,American Philosophical Society,1837
Charles R. Leslie,American Philosophical Society,1837
William M. Meredith,American Philosophical Society,1837
Joseph Saxton,American Philosophical Society,1837
James B. Prichard,American Philosophical Society,1837
Jared Sparks,American Philosophical Society,1837
George Tucker,American Philosophical Society,1837
Sears C. Walker,American Philosophical Society,1837
Daniel Webster,American Philosophical Society,1837
Thomas L. Winthrop,American Philosophical Society,1837
Henry Baldwin,American Philosophical Society,1838
Samuel Breck,American Philosophical Society,1838
Charles G.B. Daubeny,American Philosophical Society,1838
John P. Emmet,American Philosophical Society,1838
Thomas W. Griffith,American Philosophical Society,1838
William Harris,American Philosophical Society,1838
Hugh S. Legare,American Philosophical Society,1838
William Norris,American Philosophical Society,1838
Robert T. Paine,American Philosophical Society,1838
William H. Prescott,American Philosophical Society,1838
Henry Reed,American Philosophical Society,1838
William Sullivan,American Philosophical Society,1838
Andrew Talcott,American Philosophical Society,1838
Sylvanus Thayer,American Philosophical Society,1838
Francis Wayland,American Philosophical Society,1838
Stephen Alexander,American Philosophical Society,1839
T. Romeyn Beck,American Philosophical Society,1839
George W. Bethune,American Philosophical Society,1839
James C. Booth,American Philosophical Society,1839
Edward Coles,American Philosophical Society,1839
John C. Cresson,American Philosophical Society,1839
Johann R. Encke,American Philosophical Society,1839
George P. Gooch,American Philosophical Society,1839
Karl Gutzlaff,American Philosophical Society,1839
John E. Holbrook,American Philosophical Society,1839
George M. Justice,American Philosophical Society,1839
Humphrey Lloyd,American Philosophical Society,1839
Elias loomis,American Philosophical Society,1839
Lohn Ludlow,American Philosophical Society,1839
James K. Paulding,American Philosophical Society,1839
John Penington,American Philosophical Society,1839
James Prinsep,American Philosophical Society,1839
Lambert A.J. Quetelet,American Philosophical Society,1839
Benjamin W. Richards,American Philosophical Society,1839
Karl L.C. Rumker,American Philosophical Society,1839
Samuel L. Southard,American Philosophical Society,1839
Richard C. Taylor,American Philosophical Society,1839
Eugene A Vail,American Philosophical Society,1839
Thomas U. Walter,American Philosophical Society,1839
John Washington,American Philosophical Society,1839
Pedro de Angelis,American Philosophical Society,1840
W.H.C. Bartlett,American Philosophical Society,1840
Francis Beaufort,American Philosophical Society,1840
Friedrich W. Bessel,American Philosophical Society,1840
Charles Bonnycastle,American Philosophical Society,1840
Martin H. Boye,American Philosophical Society,1840
George M. Dallas,American Philosophical Society,1840
C.R. Demme,American Philosophical Society,1840
Judah Dobson,American Philosophical Society,1840
Jean B.B. Eyries,American Philosophical Society,1840
Michael Faraday,American Philosophical Society,1840
William R. Fisher,American Philosophical Society,1840
John Forbes,American Philosophical Society,1840
Robert W. Fox,American Philosophical Society,1840
William H. Furness,American Philosophical Society,1840
Paul Beck Goddard,American Philosophical Society,1840
James Duncan Graham,American Philosophical Society,1840
Francois P.G. Guizot,American Philosophical Society,1840
Samuel D. Ingham,American Philosophical Society,1840
Hartman Kuhn,American Philosophical Society,1840
Francisco Martinez,American Philosophical Society,1840
Phillip Milledoler,American Philosophical Society,1840
John Sanderson,American Philosophical Society,1840
George W. Smith,American Philosophical Society,1840
Isaac Wayne,American Philosophical Society,1840
George M. Wharton,American Philosophical Society,1840
George Bancroft,American Philosophical Society,1841
Adolph C.P. Callisen,American Philosophical Society,1841
Augustin P. de Candolle,American Philosophical Society,1841
Robert Christison,American Philosophical Society,1841
Benjamin Dorr,American Philosophical Society,1841
Edward Hitchcock,American Philosophical Society,1841
David Irvin,American Philosophical Society,1841
Issac R. Jackson,American Philosophical Society,1841
Roswell Park,American Philosophical Society,1841
William Peter,American Philosophical Society,1841
Bernardo Quaranta,American Philosophical Society,1841
William Rawle,American Philosophical Society,1841
Edward Sabine,American Philosophical Society,1841
John L. Stephens,American Philosophical Society,1841
Tobias Wagner,American Philosophical Society,1841
Simeon Borden,American Philosophical Society,1841
Edward W. Brayley,American Philosophical Society,1841
Stephan Endlicher,American Philosophical Society,1841
Frederick Fraley,American Philosophical Society,1841
John F. Frazer,American Philosophical Society,1841
J.I. Clark Hare,American Philosophical Society,1841
E. Otis Kendall,American Philosophical Society,1841
Baron di Jean C.F. Ladoucette,American Philosophical Society,1841
Charles Lyell,American Philosophical Society,1841
J.N. Nicollet,American Philosophical Society,1841
George Peacock,American Philosophical Society,1841
Benjamin Peirce,American Philosophical Society,1841
Ludwig P.M. von Ronne,American Philosophical Society,1841
Alexis C.H.C. de Tocqueville,American Philosophical Society,1841
Petty Vaughan,American Philosophical Society,1841
Louis Agassiz,American Philosophical Society,1843
Thomas P. Cope,American Philosophical Society,1843
William H. Dillingham,American Philosophical Society,1843
John Downes,American Philosophical Society,1843
Charles Ellet,American Philosophical Society,1843
William Gerhard,American Philosophical Society,1843
Leopoldo II,American Philosophical Society,1843
Stanislas Julien,American Philosophical Society,1843
Count Egor Kankrin,American Philosophical Society,1843
John Lenthall,American Philosophical Society,1843
Charles McEuen,American Philosophical Society,1843
Ellwood Morris,American Philosophical Society,1843
Andreas Mustoxidi,American Philosophical Society,1843
William Reid,American Philosophical Society,1843
Solomon W. Roberts,American Philosophical Society,1843
Charles B. Trego,American Philosophical Society,1843
Charles Wilkes,American Philosophical Society,1843
William Ewing Du Bois,American Philosophical Society,1844
Robert Bridges,American Philosophical Society,1844
Benjamin F. Butler,American Philosophical Society,1844
Joseph Carson,American Philosophical Society,1844
John W. Draper,American Philosophical Society,1844
Jacob R. Eckfeldt,American Philosophical Society,1844
Alfred L. Elwyn,American Philosophical Society,1844
J.W. Francis,American Philosophical Society,1844
Samuel S. Haldeman,American Philosophical Society,1844
John S. Hart,American Philosophical Society,1844
John Locke,American Philosophical Society,1844
T.G. Mower,American Philosophical Society,1844
George W. Norris,American Philosophical Society,1844
William A. Norton,American Philosophical Society,1844
Alonzo Potter,American Philosophical Society,1844
W.C. Redfield,American Philosophical Society,1844
Joseph Story,American Philosophical Society,1844
Theodore Strong,American Philosophical Society,1844
Roger B. Taney,American Philosophical Society,1844
John C. Trautwine,American Philosophical Society,1844
Joseph Addison Alexander,American Philosophical Society,1845
Charles F. Beck,American Philosophical Society,1845
William B. Carpenter,American Philosophical Society,1845
James Clark,American Philosophical Society,1845
James Copland,American Philosophical Society,1845
William Jardine,American Philosophical Society,1845
Karl R. Lepsius,American Philosophical Society,1845
Edward Miller,American Philosophical Society,1845
Richard Owen,American Philosophical Society,1845
Guillaume Tell Poussin,American Philosophical Society,1845
Friedrich L.G. von Raumer,American Philosophical Society,1845
Prinz von Maximilian A.P. Wied-Neuwied,American Philosophical Society,1845
James Buchanan,American Philosophical Society,1846
Guiseppi C. Grimaldi,American Philosophical Society,1846
Henry Holland,American Philosophical Society,1846
Richard S. McCulloh,American Philosophical Society,1846
Johannes P. Muller,American Philosophical Society,1846
James B. Rogers,American Philosophical Society,1846
Lewis Waln,American Philosophical Society,1846
Adolf T. von Kupffer,American Philosophical Society,1847
Urbain J.J. Leverrier,American Philosophical Society,1847
John Y. Mason,American Philosophical Society,1847
William Proctor,American Philosophical Society,1847
Richard A. Tilghman,American Philosophical Society,1847
John C. Adams,American Philosophical Society,1848
Robert Baird,American Philosophical Society,1848
Calderon de la Barca,American Philosophical Society,1848
John N. Conyngham,American Philosophical Society,1848
Harmar Denny,American Philosophical Society,1848
E. Geddings,American Philosophical Society,1848
J. Melville Gilliss,American Philosophical Society,1848
Asa Gray,American Philosophical Society,1848
Simon Greenleaf,American Philosophical Society,1848
Robert C. Grier,American Philosophical Society,1848
Ralph I. Ingersoll,American Philosophical Society,1848
Gustav A. Jahn,American Philosophical Society,1848
John F. James,American Philosophical Society,1848
Joel Jones,American Philosophical Society,1848
William Kent,American Philosophical Society,1848
Miers F. Longstreth,American Philosophical Society,1848
Samuel F.B. Morse,American Philosophical Society,1848
Charles Picot,American Philosophical Society,1848
Felix A. Pouchet,American Philosophical Society,1848
John Reed,American Philosophical Society,1848
Alexander H. Stevens,American Philosophical Society,1848
William Storrs,American Philosophical Society,1848
John H. Bennett,American Philosophical Society,1849
John Goodsir,American Philosophical Society,1849
A.A. Gould,American Philosophical Society,1849
E.N. Horsford,American Philosophical Society,1849
Francis Kiernan,American Philosophical Society,1849
Joseph Leidy,American Philosophical Society,1849
George P. Marsh,American Philosophical Society,1849
W.S.W Ruschenberger,American Philosophical Society,1849
